frame,x_0,y_0,z_0,v_0,x_1,y_1,z_1,v_1,x_2,y_2,z_2,v_2,x_3,y_3,z_3,v_3,x_4,y_4,z_4,v_4,x_5,y_5,z_5,v_5,x_6,y_6,z_6,v_6,x_7,y_7,z_7,v_7,x_8,y_8,z_8,v_8,x_9,y_9,z_9,v_9,x_10,y_10,z_10,v_10,x_11,y_11,z_11,v_11,x_12,y_12,z_12,v_12,x_13,y_13,z_13,v_13,x_14,y_14,z_14,v_14,x_15,y_15,z_15,v_15,x_16,y_16,z_16,v_16,x_17,y_17,z_17,v_17,x_18,y_18,z_18,v_18,x_19,y_19,z_19,v_19,x_20,y_20,z_20,v_20,x_21,y_21,z_21,v_21,x_22,y_22,z_22,v_22,x_23,y_23,z_23,v_23,x_24,y_24,z_24,v_24,x_25,y_25,z_25,v_25,x_26,y_26,z_26,v_26,x_27,y_27,z_27,v_27,x_28,y_28,z_28,v_28,x_29,y_29,z_29,v_29,x_30,y_30,z_30,v_30,x_31,y_31,z_31,v_31,x_32,y_32,z_32,v_32
0,0.565253734588623,0.37850213050842285,-0.23605819046497345,0.9997454285621643,0.5734968781471252,0.3673548996448517,-0.2129606008529663,0.9997110962867737,0.572740375995636,0.3667236566543579,-0.2130405455827713,0.9997120499610901,0.5716739892959595,0.36598581075668335,-0.2130206823348999,0.999780535697937,0.569915235042572,0.3663412928581238,-0.2976573407649994,0.9996536374092102,0.5673316717147827,0.36501333117485046,-0.29772505164146423,0.9996309280395508,0.564254105091095,0.3634125590324402,-0.29788607358932495,0.9996998310089111,0.5406492948532104,0.35758307576179504,-0.09339944273233414,0.9995576739311218,0.5309955477714539,0.35550299286842346,-0.4716215431690216,0.9996374249458313,0.5423676371574402,0.386481910943985,-0.17875167727470398,0.9996333122253418,0.5386475324630737,0.38539084792137146,-0.29038766026496887,0.9997653365135193,0.40749794244766235,0.40203362703323364,0.14957305788993835,0.9996435642242432,0.43635329604148865,0.40529340505599976,-0.6401899456977844,0.9995923638343811,0.38186341524124146,0.5040582418441772,0.22809642553329468,0.8184502720832825,0.4143802523612976,0.5129515528678894,-0.6617310047149658,0.36010193824768066,0.42178699374198914,0.5981315970420837,0.1931363195180893,0.8019251823425293,0.4446982443332672,0.622062087059021,-0.5286903977394104,0.5410268902778625,0.432470440864563,0.6244481801986694,0.21622134745121002,0.7700625061988831,0.448983758687973,0.6481667757034302,-0.5882781147956848,0.5629819631576538,0.4385055601596832,0.6269739866256714,0.16217024624347687,0.7691748738288879,0.4582156240940094,0.6467990279197693,-0.5670405626296997,0.5745185613632202,0.4521191418170929,0.6211426854133606,0.16601255536079407,0.7541264891624451,0.4557030498981476,0.6389604806900024,-0.5173435807228088,0.5589637756347656,0.27004575729370117,0.5860698223114014,0.24299530684947968,0.9993975162506104,0.2715083062648773,0.5924215912818909,-0.24322034418582916,0.9995256066322327,0.3316632807254791,0.7254828214645386,0.31715306639671326,0.8951519131660461,0.34434422850608826,0.7359541654586792,-0.17657682299613953,0.7678660750389099,0.31017136573791504,0.87580806016922,0.49399423599243164,0.9487200379371643,0.3063768744468689,0.8909794092178345,-0.04542797803878784,0.8312591314315796,0.2888496518135071,0.8999355435371399,0.49957457184791565,0.9440153241157532,0.2725464105606079,0.916342556476593,-0.04606764018535614,0.7961422204971313,0.42431581020355225,0.8977047204971313,0.4054892957210541,0.9511283040046692,0.4297371804714203,0.9212395548820496,-0.20706278085708618,0.8517319560050964
1,0.5762589573860168,0.3773747384548187,-0.233855739235878,0.9994763731956482,0.5867682695388794,0.3647626042366028,-0.21149636805057526,0.999314546585083,0.5859509110450745,0.36397480964660645,-0.2116004377603531,0.9993351101875305,0.5846691131591797,0.3629777133464813,-0.21162942051887512,0.9994911551475525,0.5830367207527161,0.3631986677646637,-0.2939404249191284,0.9992119073867798,0.5803195238113403,0.3614657521247864,-0.2939784526824951,0.9991957545280457,0.577088475227356,0.3594605624675751,-0.29413095116615295,0.9993109107017517,0.5522316694259644,0.35213732719421387,-0.09284484386444092,0.9989825487136841,0.5438392758369446,0.35014572739601135,-0.4605445861816406,0.9990869164466858,0.5531772375106812,0.3847782015800476,-0.17715801298618317,0.9992778897285461,0.5492525100708008,0.3830098509788513,-0.2858031988143921,0.9995478987693787,0.41808199882507324,0.39646807312965393,0.16559745371341705,0.9993662238121033,0.43519631028175354,0.40044933557510376,-0.62394118309021,0.9996200799942017,0.3918043375015259,0.5084959864616394,0.253584086894989,0.7414007782936096,0.4250572621822357,0.5220963358879089,-0.6462886929512024,0.4197545647621155,0.43804818391799927,0.6058133840560913,0.2341284602880478,0.7281621098518372,0.4562622010707855,0.6287297606468201,-0.512359082698822,0.577547013759613,0.44842225313186646,0.6323039531707764,0.2615019679069519,0.6996955275535583,0.46321922540664673,0.6563843488693237,-0.5671968460083008,0.5942198038101196,0.4548216462135315,0.6372230052947998,0.2064603567123413,0.6990217566490173,0.4725368618965149,0.6542617082595825,-0.5466486215591431,0.6037752628326416,0.4474809467792511,0.6251243352890015,0.2061145305633545,0.6860867738723755,0.4691314697265625,0.6457428932189941,-0.5012699365615845,0.584475040435791,0.26173004508018494,0.5800279378890991,0.2417530119419098,0.9990087747573853,0.24746765196323395,0.5842260718345642,-0.2419075071811676,0.9993236064910889,0.3522111177444458,0.7167078256607056,0.32322636246681213,0.8370987772941589,0.332976758480072,0.7342107892036438,-0.18425506353378296,0.78770911693573,0.31826093792915344,0.8724120259284973,0.5054214596748352,0.9112362265586853,0.28715309500694275,0.8967064023017883,-0.06491581350564957,0.845466136932373,0.2908313274383545,0.8960883021354675,0.5129147171974182,0.9116695523262024,0.2523115873336792,0.9228650331497192,-0.06571714580059052,0.8101404905319214,0.4425518810749054,0.8975736498832703,0.42976126074790955,0.9301953315734863,0.4191710650920868,0.9256771206855774,-0.2223752737045288,0.8628897666931152
2,0.5753203630447388,0.3768436312675476,-0.23873965442180634,0.9990048408508301,0.5857791900634766,0.3635919988155365,-0.21735432744026184,0.9986382126808167,0.5847993493080139,0.3628171384334564,-0.21748924255371094,0.9986761212348938,0.5834474563598633,0.36183732748031616,-0.2175571620464325,0.9989772439002991,0.5830873250961304,0.36194270849227905,-0.29842811822891235,0.9985328316688538,0.5804310441017151,0.36011379957199097,-0.29850077629089355,0.9985268712043762,0.5773180723190308,0.35797131061553955,-0.29867786169052124,0.9987441897392273,0.5515401363372803,0.3516431450843811,-0.09461849927902222,0.9979701042175293,0.5427522659301758,0.348410427570343,-0.46128299832344055,0.9982687830924988,0.552253007888794,0.3838939666748047,-0.18267130851745605,0.9986914992332458,0.5490115284919739,0.3820917010307312,-0.28906068205833435,0.9992217421531677,0.42709922790527344,0.39476507902145386,0.15597045421600342,0.9989938139915466,0.4350627362728119,0.4022786617279053,-0.6218464970588684,0.9996429085731506,0.396729052066803,0.5058954358100891,0.24704807996749878,0.6712939739227295,0.42880779504776,0.5263329744338989,-0.634161114692688,0.4740338921546936,0.43058332800865173,0.6019771099090576,0.23234331607818604,0.6603624224662781,0.458913117647171,0.6320172548294067,-0.48028072714805603,0.6107097864151001,0.4343631863594055,0.6293278932571411,0.2568512260913849,0.6351025104522705,0.46172621846199036,0.6570307612419128,-0.5308571457862854,0.622641921043396,0.4466210603713989,0.6346743106842041,0.20614413917064667,0.634586751461029,0.4711169898509979,0.6558523774147034,-0.5129741430282593,0.6305254697799683,0.437045156955719,0.6223315000534058,0.20703592896461487,0.6234480142593384,0.4672815501689911,0.6476221084594727,-0.4693562090396881,0.608342170715332,0.2631317675113678,0.5781034231185913,0.23914852738380432,0.9985911250114441,0.24536196887493134,0.5821694135665894,-0.239234060049057,0.9991623163223267,0.35079964995384216,0.7180343866348267,0.34345799684524536,0.7843945622444153,0.3299056887626648,0.731958270072937,-0.17806729674339294,0.8055875301361084,0.318773478269577,0.8696532249450684,0.5519421100616455,0.8743686079978943,0.2837095558643341,0.8977904319763184,-0.06476473808288574,0.8582801818847656,0.29073813557624817,0.8931939005851746,0.5623544454574585,0.8780381083488464,0.24734219908714294,0.9247000813484192,-0.06613591313362122,0.8230197429656982,0.42914673686027527,0.895365834236145,0.4860375225543976,0.9088649749755859,0.415482759475708,0.9303811192512512,-0.21975843608379364,0.8730326294898987
3,0.5795302391052246,0.37611475586891174,-0.23283670842647552,0.9982068538665771,0.5890434980392456,0.36255818605422974,-0.21014660596847534,0.997550368309021,0.5876335501670837,0.3617109954357147,-0.21030741930007935,0.9975646138191223,0.5859063267707825,0.3606263995170593,-0.21039897203445435,0.998126208782196,0.5874040126800537,0.3610301911830902,-0.29134875535964966,0.9975250959396362,0.5850050449371338,0.3592202663421631,-0.2914409339427948,0.9974635243415833,0.5821468234062195,0.3571157455444336,-0.29163458943367004,0.9979111552238464,0.5527617931365967,0.3508344292640686,-0.09229347109794617,0.996379554271698,0.5444959998130798,0.3477916121482849,-0.44989213347435,0.9971674084663391,0.5561741590499878,0.3830835819244385,-0.17552602291107178,0.9978376030921936,0.5532634258270264,0.3814840018749237,-0.2815249264240265,0.9987318515777588,0.43255165219306946,0.39507657289505005,0.16838987171649933,0.9985828399658203,0.4357795715332031,0.40446409583091736,-0.6150321364402771,0.9996606111526489,0.3992641568183899,0.5056116580963135,0.24364781379699707,0.6075418591499329,0.43011176586151123,0.5293895602226257,-0.6206631064414978,0.5223238468170166,0.43017148971557617,0.6020984649658203,0.2121107131242752,0.5986334085464478,0.4588916301727295,0.632137656211853,-0.43229395151138306,0.6384894251823425,0.43006548285484314,0.6268945932388306,0.23251697421073914,0.5764469504356384,0.46247732639312744,0.656967282295227,-0.4801765978336334,0.6459460258483887,0.44552621245384216,0.6318117380142212,0.20349523425102234,0.5760862827301025,0.4742467701435089,0.6559876203536987,-0.45949608087539673,0.6520915031433105,0.43718546628952026,0.6296671628952026,0.20288532972335815,0.5665680766105652,0.46971699595451355,0.6477378010749817,-0.4195578396320343,0.627192497253418,0.26326581835746765,0.5772143602371216,0.24195590615272522,0.998171865940094,0.2441808432340622,0.5814951658248901,-0.24197770655155182,0.9989568591117859,0.34472742676734924,0.7212537527084351,0.33046552538871765,0.7310566306114197,0.3283601403236389,0.7323575615882874,-0.12051595747470856,0.820061206817627,0.3164914548397064,0.8673027753829956,0.5243991613388062,0.8358356356620789,0.2862279415130615,0.9002367258071899,-0.052923813462257385,0.8693446516990662,0.2891671359539032,0.8897210359573364,0.5339816808700562,0.8457871079444885,0.24764181673526764,0.9281356930732727,-0.015362142585217953,0.8347399234771729,0.4305635988712311,0.8939530253410339,0.45739251375198364,0.8869112730026245,0.41631266474723816,0.9318546056747437,-0.1103927493095398,0.8817578554153442
4,0.5785703063011169,0.3761339485645294,-0.22416114807128906,0.997422456741333,0.5883714556694031,0.36271873116493225,-0.20194481313228607,0.996498703956604,0.5871133804321289,0.36187759041786194,-0.2021230012178421,0.9964491724967957,0.5854917764663696,0.36081111431121826,-0.2022423893213272,0.9972741603851318,0.5862167477607727,0.3613297939300537,-0.2830812633037567,0.9965739846229553,0.5835769176483154,0.3595854640007019,-0.2831844389438629,0.9964240789413452,0.5804444551467896,0.35755568742752075,-0.2833980321884155,0.997154176235199,0.5516212582588196,0.35123902559280396,-0.08719607442617416,0.9949072599411011,0.5423614382743835,0.3482454717159271,-0.4442634582519531,0.9961883425712585,0.5556106567382812,0.3831271529197693,-0.16794103384017944,0.9970536828041077,0.5516692399978638,0.38188010454177856,-0.2737910747528076,0.9982920289039612,0.43682861328125,0.39568063616752625,0.17029401659965515,0.9982029795646667,0.435732364654541,0.4054884910583496,-0.6096839308738708,0.9996760487556458,0.4072459638118744,0.5064026117324829,0.243088036775589,0.5503528714179993,0.42916733026504517,0.5294983983039856,-0.6057518720626831,0.5654444098472595,0.4400564730167389,0.6055551767349243,0.20629651844501495,0.5428276062011719,0.46089544892311096,0.6323522925376892,-0.3860936164855957,0.6615568399429321,0.4453176259994507,0.6311691403388977,0.22966957092285156,0.5233485102653503,0.46682536602020264,0.658401370048523,-0.4283832907676697,0.6647894978523254,0.4527679979801178,0.6343753337860107,0.17809681594371796,0.5231547355651855,0.4777706265449524,0.6566847562789917,-0.4104500114917755,0.6693624258041382,0.44678619503974915,0.6251732707023621,0.18378333747386932,0.5151267647743225,0.47264963388442993,0.6484054923057556,-0.37334251403808594,0.64190274477005,0.2634069621562958,0.5770895481109619,0.23745809495449066,0.9977604746818542,0.24065835773944855,0.5821383595466614,-0.23744988441467285,0.9987823963165283,0.3433787524700165,0.7220278382301331,0.33853211998939514,0.683633029460907,0.32706451416015625,0.733680009841919,-0.10662949085235596,0.8327229022979736,0.31818342208862305,0.8672049641609192,0.5425196290016174,0.7973425388336182,0.2865370512008667,0.9022496938705444,0.04482845216989517,0.8783796429634094,0.2902856767177582,0.8892370462417603,0.5538399815559387,0.8126461505889893,0.24810943007469177,0.9291909337043762,0.0707947164773941,0.8435700535774231,0.43383219838142395,0.8927382230758667,0.4857219159603119,0.8637298345565796,0.4167150855064392,0.9335203170776367,-0.09090010076761246,0.888644814491272
5,0.5765506625175476,0.37572410702705383,-0.217219740152359,0.9966828227043152,0.5859969258308411,0.36256128549575806,-0.19537268579006195,0.9954667687416077,0.585437536239624,0.3617947995662689,-0.19555595517158508,0.9953641891479492,0.5844829678535461,0.36080899834632874,-0.19568268954753876,0.9964070916175842,0.5814872980117798,0.3610706925392151,-0.274238646030426,0.9957067966461182,0.5778712630271912,0.3592548966407776,-0.2743456959724426,0.9954906105995178,0.5736956596374512,0.357059121131897,-0.27456820011138916,0.9964701533317566,0.5519590377807617,0.3516528904438019,-0.07920532673597336,0.9933721423149109,0.5368200540542603,0.34719473123550415,-0.4260462820529938,0.9952636957168579,0.5540275573730469,0.38274699449539185,-0.16086424887180328,0.996264636516571,0.548149049282074,0.3813663721084595,-0.26356232166290283,0.9978763461112976,0.44195765256881714,0.3966104984283447,0.17867334187030792,0.9977582693099976,0.43518006801605225,0.40437665581703186,-0.591708779335022,0.999691367149353,0.40858620405197144,0.5040163993835449,0.2504468858242035,0.49854227900505066,0.4284367561340332,0.5272303223609924,-0.5855451226234436,0.6041191816329956,0.43781301379203796,0.6035893559455872,0.20086053013801575,0.4919670820236206,0.4607200622558594,0.6316832900047302,-0.3642459809780121,0.6816762089729309,0.4399653971195221,0.6279138326644897,0.22099725902080536,0.47494077682495117,0.4657730460166931,0.6582338809967041,-0.4047747254371643,0.681297242641449,0.4470604658126831,0.6309102177619934,0.17606723308563232,0.47483059763908386,0.47627246379852295,0.6571971774101257,-0.3882448971271515,0.6843929886817932,0.4434976279735565,0.6217588186264038,0.182973712682724,0.46813440322875977,0.47126662731170654,0.6485973596572876,-0.35167887806892395,0.6548046469688416,0.26467469334602356,0.575697660446167,0.23556213080883026,0.9971998333930969,0.23946353793144226,0.5800009965896606,-0.23553912341594696,0.9985864758491516,0.34425732493400574,0.7199437022209167,0.3271057903766632,0.6458516120910645,0.32610201835632324,0.7340127229690552,-0.11600855737924576,0.8451529145240784,0.317375123500824,0.8658593893051147,0.525249719619751,0.7670955657958984,0.28720369935035706,0.9020291566848755,0.04948131740093231,0.8873454928398132,0.28995802998542786,0.8880947232246399,0.5360996723175049,0.7855944633483887,0.24814441800117493,0.9298016428947449,0.07100185751914978,0.8522536754608154,0.43175429105758667,0.8911213874816895,0.4710751473903656,0.8461186289787292,0.41490837931632996,0.9366050958633423,-0.07499454915523529,0.895673930644989
6,0.5778129696846008,0.37507039308547974,-0.2097637951374054,0.9958176016807556,0.586682915687561,0.3620425760746002,-0.187660813331604,0.9943933486938477,0.5861129760742188,0.36135944724082947,-0.18785758316516876,0.9942552447319031,0.5850666761398315,0.3604419529438019,-0.18799716234207153,0.9955059289932251,0.5814988017082214,0.36040669679641724,-0.2658200263977051,0.9947901964187622,0.577576756477356,0.35859376192092896,-0.2659222483634949,0.9945016503334045,0.5730883479118347,0.3563852310180664,-0.2661479711532593,0.9957377910614014,0.5521631240844727,0.3515552878379822,-0.06854155659675598,0.991791844367981,0.5362749695777893,0.34661221504211426,-0.41401010751724243,0.9942533373832703,0.5549101233482361,0.3823084235191345,-0.15338720381259918,0.9953245520591736,0.5490408539772034,0.38063904643058777,-0.2550816833972931,0.9974044561386108,0.44270241260528564,0.3978562355041504,0.1847929060459137,0.9972054958343506,0.4347344636917114,0.404100239276886,-0.5785901546478271,0.9996973872184753,0.4071141481399536,0.5045422315597534,0.2521204352378845,0.4515259861946106,0.42853617668151855,0.5257568359375,-0.5728204846382141,0.6381903290748596,0.4360068440437317,0.6041681170463562,0.19829945266246796,0.4457937180995941,0.4608982801437378,0.6294153332710266,-0.34095287322998047,0.6962698698043823,0.4387320280075073,0.6258291602134705,0.22034543752670288,0.4310011565685272,0.4649149477481842,0.6552631258964539,-0.37774625420570374,0.6925325393676758,0.4443471133708954,0.6312221884727478,0.1663978099822998,0.43095171451568604,0.4752092957496643,0.6548331379890442,-0.3621922731399536,0.6940616965293884,0.44137996435165405,0.622280478477478,0.17589779198169708,0.42538705468177795,0.4704417288303375,0.6462068557739258,-0.32826465368270874,0.6621891260147095,0.2655073404312134,0.5756016969680786,0.2337438017129898,0.9963845014572144,0.2378389835357666,0.579237163066864,-0.23369145393371582,0.9982661008834839,0.34805828332901,0.7199806571006775,0.31436973810195923,0.61454838514328,0.32510656118392944,0.7341473698616028,-0.12552510201931,0.8564863204956055,0.31939902901649475,0.8660920262336731,0.5018234252929688,0.740919828414917,0.28157171607017517,0.9023810625076294,0.048401378095149994,0.8952885866165161,0.2909761667251587,0.8885589838027954,0.5112250447273254,0.7604000568389893,0.24365077912807465,0.9299222826957703,0.06155705451965332,0.8595160841941833,0.4377039670944214,0.8923341631889343,0.4445171356201172,0.8304312229156494,0.4129246175289154,0.9375041723251343,-0.0849413201212883,0.9017830491065979
7,0.582775354385376,0.37338319420814514,-0.19115222990512848,0.9950272440910339,0.5899423360824585,0.36018165946006775,-0.1704462766647339,0.9934132099151611,0.5888701677322388,0.3594614863395691,-0.17063573002815247,0.993260383605957,0.5873734354972839,0.35850828886032104,-0.1707732081413269,0.9947410225868225,0.5854678750038147,0.35875409841537476,-0.24830256402492523,0.9939395785331726,0.5815858244895935,0.3571567237377167,-0.24840620160102844,0.9935351014137268,0.5772355198860168,0.35526448488235474,-0.24864637851715088,0.9950504899024963,0.552733838558197,0.35024869441986084,-0.05019510164856911,0.9904953837394714,0.5390061736106873,0.3464471697807312,-0.40336108207702637,0.9932814836502075,0.5588114857673645,0.3812355697154999,-0.13742919266223907,0.9944618940353394,0.5538749098777771,0.37954241037368774,-0.23832321166992188,0.9969481825828552,0.4425739347934723,0.3983566164970398,0.203988716006279,0.9966941475868225,0.43444812297821045,0.4030848443508148,-0.5711946487426758,0.9997044801712036,0.4065241515636444,0.5043240189552307,0.2712523639202118,0.40898019075393677,0.42743629217147827,0.5245768427848816,-0.5715288519859314,0.6678361296653748,0.435153067111969,0.6031159162521362,0.20575836300849915,0.4041536748409271,0.46032828092575073,0.6287649273872375,-0.3404277265071869,0.7076625227928162,0.4382830858230591,0.6257079243659973,0.22377321124076843,0.3914201557636261,0.46457087993621826,0.6557632684707642,-0.3773016929626465,0.7011332511901855,0.4431179165840149,0.6307902932167053,0.17325858771800995,0.3914192020893097,0.4755187928676605,0.655110239982605,-0.35727959871292114,0.7009975910186768,0.4401737153530121,0.6214720010757446,0.1807415634393692,0.3868519961833954,0.47043582797050476,0.6459528207778931,-0.3258167505264282,0.6665773987770081,0.26579171419143677,0.5753387212753296,0.23696431517601013,0.9957262873649597,0.2396191656589508,0.5792160034179688,-0.23687724769115448,0.9980431795120239,0.34805190563201904,0.7194697260856628,0.334192156791687,0.5821591019630432,0.32596176862716675,0.7347243428230286,-0.11442799866199493,0.8664290308952332,0.3199542462825775,0.8648958206176758,0.5442634224891663,0.7130762934684753,0.2815362811088562,0.9030753374099731,0.06336154043674469,0.9021667242050171,0.2912006974220276,0.8887535333633423,0.5564943552017212,0.7343787550926208,0.24435287714004517,0.9299852252006531,0.07603662461042404,0.866082489490509,0.43826156854629517,0.8909058570861816,0.4940970838069916,0.8126790523529053,0.41372862458229065,0.9378353357315063,-0.08003690838813782,0.9068716764450073
8,0.5852671265602112,0.3727986514568329,-0.17781753838062286,0.994286060333252,0.5916787981987,0.3595016598701477,-0.15836599469184875,0.9925347566604614,0.5904804468154907,0.35872966051101685,-0.15854375064373016,0.9923645853996277,0.5888622999191284,0.3577246069908142,-0.1586693525314331,0.9940519332885742,0.5873671770095825,0.358172744512558,-0.23525738716125488,0.99319988489151,0.5834581851959229,0.3566250205039978,-0.23536236584186554,0.9926895499229431,0.579060971736908,0.35480865836143494,-0.23560625314712524,0.9944665431976318,0.5532853007316589,0.3496684432029724,-0.03103022836148739,0.9893313646316528,0.5403910875320435,0.346485435962677,-0.39225319027900696,0.9924784302711487,0.5616493821144104,0.3808509409427643,-0.12706787884235382,0.9936925172805786,0.5566220283508301,0.3791979253292084,-0.22552846372127533,0.996557891368866,0.44398829340934753,0.39921075105667114,0.22537487745285034,0.9961886405944824,0.4342818260192871,0.40264612436294556,-0.5661959648132324,0.9997125864028931,0.40643271803855896,0.5048118829727173,0.292169988155365,0.3705188035964966,0.4270462393760681,0.5237777233123779,-0.5718505382537842,0.6946998834609985,0.4350857734680176,0.6022926568984985,0.2134239375591278,0.3663468658924103,0.46094071865081787,0.6285033226013184,-0.3396555185317993,0.7173076868057251,0.43786248564720154,0.624800980091095,0.22866123914718628,0.35547852516174316,0.4646637737751007,0.6553283929824829,-0.37701416015625,0.7082981467247009,0.4431747794151306,0.6279692649841309,0.17970526218414307,0.3555063307285309,0.47611838579177856,0.6544290781021118,-0.35640043020248413,0.7065421938896179,0.43969157338142395,0.6203264594078064,0.1871608942747116,0.35179612040519714,0.4712654650211334,0.6451573371887207,-0.3244623839855194,0.669642448425293,0.26583331823349,0.5759562253952026,0.24404731392860413,0.9951026439666748,0.23956766724586487,0.5795609354972839,-0.24393051862716675,0.9978392720222473,0.347801148891449,0.7197027206420898,0.3390241861343384,0.5529059767723083,0.3260321617126465,0.7355929613113403,-0.12149733304977417,0.8759339451789856,0.3205659091472626,0.8655937910079956,0.5502170324325562,0.6885172128677368,0.28081390261650085,0.9042771458625793,0.06355924904346466,0.9087938070297241,0.29121309518814087,0.8890150189399719,0.5622706413269043,0.711071252822876,0.24269917607307434,0.9311355352401733,0.07554841041564941,0.8726453185081482,0.4395312964916229,0.8916002511978149,0.4973522126674652,0.7968770265579224,0.4134504199028015,0.9382131695747375,-0.07374364882707596,0.9118677973747253
9,0.5864368677139282,0.37259313464164734,-0.1709759682416916,0.9939131140708923,0.5926094651222229,0.35928064584732056,-0.15226130187511444,0.9920617938041687,0.5913424491882324,0.35848137736320496,-0.15243124961853027,0.9918838739395142,0.5896266102790833,0.35745635628700256,-0.15255053341388702,0.9936792254447937,0.5884316563606262,0.35801947116851807,-0.22831368446350098,0.9928187727928162,0.5845761895179749,0.3564983010292053,-0.2284167855978012,0.9922352433204651,0.5801429152488708,0.35471591353416443,-0.2286556214094162,0.9941639304161072,0.5535047054290771,0.3494020998477936,-0.024387096986174583,0.9887439012527466,0.5414286851882935,0.3464621603488922,-0.3851626515388489,0.9920451045036316,0.5628581643104553,0.3807055354118347,-0.12233544141054153,0.9932847619056702,0.5579248070716858,0.3791247606277466,-0.2187783569097519,0.9963613152503967,0.44489458203315735,0.3997376263141632,0.22762766480445862,0.9957760572433472,0.43412572145462036,0.4022735059261322,-0.5588325262069702,0.9997221231460571,0.40585997700691223,0.5047202110290527,0.2959672808647156,0.3359074890613556,0.4271452724933624,0.5231720209121704,-0.5646675825119019,0.7192065119743347,0.43360981345176697,0.6013368368148804,0.2174416035413742,0.3321438133716583,0.46114039421081543,0.6287432909011841,-0.3288586735725403,0.7251377701759338,0.4354310631752014,0.6259185075759888,0.23142610490322113,0.32292279601097107,0.4649665951728821,0.6556549072265625,-0.36445701122283936,0.7137688994407654,0.44169172644615173,0.6289033889770508,0.18440034985542297,0.322969913482666,0.47662752866744995,0.6546745300292969,-0.34446534514427185,0.7105414271354675,0.4375467896461487,0.6181396842002869,0.19152440130710602,0.3200130760669708,0.47161632776260376,0.6454838514328003,-0.3137039840221405,0.671433687210083,0.26611295342445374,0.5763234496116638,0.24297848343849182,0.994636595249176,0.23777402937412262,0.5794308185577393,-0.24286149442195892,0.9977131485939026,0.34892216324806213,0.7185708284378052,0.34289970993995667,0.5313523411750793,0.32635921239852905,0.7356315851211548,-0.12143935263156891,0.8852964639663696,0.323101282119751,0.8660523295402527,0.5596268773078918,0.6718661785125732,0.28121915459632874,0.9038718938827515,0.06487105786800385,0.9153627753257751,0.2934931516647339,0.8894481658935547,0.5724841356277466,0.6937810778617859,0.2416544407606125,0.9303426742553711,0.07656890153884888,0.8791972398757935,0.44067713618278503,0.8919755816459656,0.5114946961402893,0.7870879769325256,0.4125533103942871,0.9381980895996094,-0.06959115713834763,0.9170989394187927
