Frame,L0_x,L0_y,L1_x,L1_y,L2_x,L2_y,L3_x,L3_y,L4_x,L4_y,L5_x,L5_y,L6_x,L6_y,L7_x,L7_y,L8_x,L8_y,L9_x,L9_y,L10_x,L10_y,L11_x,L11_y,L12_x,L12_y,L13_x,L13_y,L14_x,L14_y,L15_x,L15_y,L16_x,L16_y,L17_x,L17_y,L18_x,L18_y,L19_x,L19_y,L20_x,L20_y,L21_x,L21_y,L22_x,L22_y,L23_x,L23_y,L24_x,L24_y,L25_x,L25_y,L26_x,L26_y,L27_x,L27_y,L28_x,L28_y,L29_x,L29_y,L30_x,L30_y,L31_x,L31_y,L32_x,L32_y
88,940.93,750.92,931.07,747.37,928.57,749.46,926.02,751.58,936.05,743.3,937.04,742.0,937.97,740.21,920.36,763.0,938.57,744.88,942.36,761.38,949.35,759.52,927.57,869.28,1000.1,761.36,991.62,927.77,1049.61,804.32,998.96,877.32,1005.15,813.78,1004.96,874.13,995.02,812.85,1004.22,860.44,984.6,819.93,1005.71,861.69,987.0,823.02,1153.27,910.23,1167.33,838.44,1303.77,896.0,1304.64,826.74,1454.52,887.43,1464.18,824.13,1477.85,892.15,1485.34,834.01,1472.69,874.48,1510.73,809.47
89,934.56,750.56,924.24,746.98,921.83,749.04,919.3,751.22,928.65,742.62,929.42,740.9,930.17,738.99,914.27,763.37,932.34,742.95,937.57,761.09,943.84,756.78,928.91,870.8,994.79,759.6,992.53,935.8,1040.58,804.51,982.41,886.1,990.41,829.02,986.93,882.58,977.92,829.91,986.94,870.14,968.74,835.78,989.82,871.29,972.34,838.33,1152.22,911.41,1166.93,839.2,1303.73,895.23,1304.51,823.96,1453.12,887.16,1463.96,815.49,1477.12,891.5,1486.09,826.24,1473.37,870.53,1511.97,809.25
90,928.44,750.52,917.74,748.6,915.35,751.37,912.86,754.21,922.11,742.62,922.84,740.85,923.57,738.79,908.47,766.5,926.67,742.11,931.47,761.07,937.35,755.95,929.55,871.29,986.78,759.13,992.76,934.91,1032.61,805.04,951.84,904.16,988.36,825.65,937.3,906.18,973.79,825.52,936.4,893.0,961.67,831.83,941.69,891.89,965.56,834.81,1150.49,913.01,1163.77,840.19,1303.91,894.69,1301.48,822.88,1453.25,886.76,1462.01,807.44,1477.77,890.0,1485.17,815.79,1474.75,884.77,1506.7,809.38
91,924.95,752.55,913.62,751.82,911.55,754.84,909.42,757.82,917.68,744.22,918.47,741.9,919.36,739.32,907.16,770.1,923.9,742.87,929.34,762.64,935.03,756.14,930.44,872.57,985.1,756.04,994.29,936.79,1032.85,800.6,946.0,900.4,977.08,815.05,932.41,900.2,964.58,816.83,931.05,890.05,953.74,820.58,936.7,889.13,956.71,825.16,1150.58,913.39,1162.56,839.53,1304.1,894.97,1300.02,823.37,1453.3,886.52,1457.94,803.7,1478.21,888.52,1483.58,808.79,1474.57,876.36,1493.69,809.86
92,915.34,755.52,903.79,756.92,901.66,760.48,899.46,763.98,908.77,746.28,909.95,743.02,911.19,739.63,899.24,774.98,917.68,742.93,919.49,766.04,925.83,756.61,931.49,875.3,979.52,756.37,995.09,941.08,1024.52,800.71,936.47,913.88,962.08,835.29,917.75,920.05,944.89,840.13,917.96,904.68,934.68,845.07,923.55,902.29,939.74,847.22,1150.97,912.77,1162.64,837.98,1305.36,896.42,1299.23,824.33,1455.59,886.29,1457.6,801.76,1481.61,886.52,1483.72,807.38,1477.89,889.51,1487.27,810.61
93,909.23,758.89,897.69,761.71,895.66,765.75,893.63,769.71,902.58,749.89,903.94,746.09,905.32,742.1,894.97,781.2,912.54,743.68,913.64,769.88,919.74,758.48,930.98,876.51,973.1,756.14,986.13,942.35,1008.24,804.44,910.32,923.72,932.33,854.97,889.76,930.21,913.61,861.76,884.31,917.05,902.34,868.71,891.92,913.35,908.23,870.44,1151.65,912.38,1162.71,836.85,1305.91,897.25,1298.2,825.15,1457.08,887.25,1455.71,798.37,1484.17,886.5,1482.9,805.17,1488.98,890.38,1486.16,810.12
94,903.1,764.28,892.27,766.02,890.82,770.03,889.36,774.08,896.12,754.15,897.41,750.08,898.85,745.65,892.87,787.28,907.35,746.84,909.34,775.15,914.42,763.05,932.03,877.31,964.43,756.51,978.56,945.8,977.19,808.11,903.17,928.73,904.09,856.48,885.36,931.52,888.2,868.01,883.06,921.06,885.89,868.91,890.2,917.32,878.72,880.53,1153.95,912.13,1162.96,834.51,1305.91,897.98,1297.36,825.39,1458.13,888.05,1453.29,794.64,1486.06,886.64,1480.71,798.48,1478.77,884.23,1483.1,809.02
95,901.8,776.9,892.48,776.07,891.36,779.17,890.09,782.54,895.12,767.04,896.04,763.66,897.19,759.81,893.4,793.52,905.49,758.84,909.58,784.99,913.14,775.22,932.82,876.73,962.48,758.01,973.0,947.2,940.99,811.19,896.77,932.0,882.32,879.52,875.12,934.8,864.14,888.17,874.54,926.44,863.45,893.53,881.96,923.01,868.89,896.05,1158.29,911.95,1165.11,834.04,1310.82,901.89,1298.1,828.89,1459.02,888.56,1453.65,790.81,1486.96,886.43,1481.22,796.29,1474.43,881.17,1487.37,796.29
96,897.79,785.1,889.54,785.14,888.46,788.6,887.27,792.41,892.57,775.3,893.72,771.91,895.14,767.93,891.87,802.37,904.4,764.98,905.44,791.99,908.98,780.93,936.0,875.66,957.28,759.03,965.66,950.84,951.32,813.18,885.66,935.39,875.83,885.16,864.88,937.97,858.1,892.71,863.17,929.09,856.84,895.96,869.76,926.2,863.26,897.2,1158.92,911.75,1165.67,833.9,1311.45,902.11,1299.96,830.78,1459.18,888.38,1454.51,787.89,1487.15,886.44,1481.65,794.6,1472.08,877.28,1489.23,790.73
97,895.41,789.34,887.73,788.28,886.79,791.46,885.8,794.85,890.46,778.26,891.62,774.64,893.12,770.53,890.95,802.58,902.54,767.42,902.89,796.39,906.4,784.56,939.82,874.81,954.44,759.96,957.73,953.89,925.05,827.92,873.36,936.38,859.63,892.29,855.26,938.02,844.22,897.05,855.38,927.87,845.41,900.34,862.06,925.46,852.01,900.99,1160.98,910.78,1166.28,833.84,1312.88,903.61,1300.66,832.86,1459.77,888.34,1455.03,783.85,1487.56,885.84,1481.65,789.7,1472.73,876.56,1489.03,785.59
98,888.27,799.4,880.83,796.93,880.36,800.1,879.91,803.49,882.86,786.87,884.02,783.06,885.46,779.06,887.43,808.85,897.54,774.06,897.51,806.79,900.1,794.45,942.21,874.0,952.18,763.89,951.85,955.9,924.34,833.24,867.41,934.79,862.98,893.98,851.74,934.3,847.21,899.83,852.83,923.9,846.63,900.9,858.93,922.37,853.18,901.24,1163.23,907.01,1166.76,834.29,1316.01,905.82,1301.21,835.61,1460.77,887.42,1455.54,783.24,1488.18,880.85,1482.78,786.9,1473.18,876.97,1482.58,809.22
99,886.4,805.57,878.74,802.8,878.23,805.61,877.79,808.59,880.99,793.13,882.19,789.26,883.63,785.23,885.13,812.59,895.38,779.07,895.3,812.57,898.03,800.46,943.58,873.47,950.91,766.29,949.99,956.55,917.79,836.25,867.93,936.21,859.59,894.91,852.31,934.11,845.1,901.04,852.91,923.56,844.31,901.75,858.92,922.8,850.13,902.25,1163.13,905.03,1166.37,834.28,1315.9,906.7,1300.32,838.38,1460.91,887.05,1454.19,783.85,1488.03,877.14,1477.1,784.85,1477.17,878.65,1484.62,816.28
100,888.54,802.26,880.42,800.3,879.71,803.18,879.04,806.28,882.78,791.01,883.85,787.34,885.17,783.38,885.23,811.69,895.93,778.81,897.05,809.08,899.92,797.85,944.61,873.4,950.69,769.18,949.1,958.49,921.73,839.99,866.39,936.97,860.78,896.92,850.58,935.2,845.51,901.47,851.11,924.09,844.55,901.5,857.42,923.44,850.65,902.55,1163.07,903.72,1166.31,834.12,1315.86,906.26,1300.37,840.69,1460.88,887.34,1451.14,784.95,1487.92,877.17,1471.05,785.54,1479.84,878.75,1486.3,799.43
101,888.97,801.74,880.19,800.52,879.45,803.46,878.8,806.63,882.65,791.14,883.74,787.44,885.13,783.33,885.17,812.37,896.13,778.32,897.63,808.08,900.51,797.13,946.19,873.32,950.28,771.07,945.6,960.21,920.44,841.15,864.27,936.68,859.48,893.09,848.68,934.94,844.47,897.66,850.06,922.57,844.85,897.1,856.82,921.54,851.33,898.22,1163.48,902.16,1166.26,834.32,1317.29,906.13,1300.45,842.05,1461.11,887.3,1450.25,785.57,1487.84,876.04,1468.59,784.53,1485.87,880.27,1487.25,798.08
102,889.28,803.16,880.44,801.39,879.66,804.06,879.02,807.0,883.03,792.87,884.14,789.35,885.56,785.38,885.54,812.39,896.38,780.48,898.05,808.96,901.13,799.0,947.65,873.22,948.97,772.59,945.34,961.11,921.38,841.33,863.03,937.19,860.09,890.73,846.61,934.8,844.23,895.84,848.23,922.46,844.48,895.3,855.14,921.59,850.93,896.66,1163.99,900.85,1166.26,833.59,1318.08,906.81,1300.85,843.1,1461.33,887.38,1450.38,785.73,1487.84,876.44,1469.25,782.98,1487.93,881.33,1488.12,798.48
103,888.04,808.83,879.24,806.61,878.56,808.95,878.0,811.52,881.83,798.95,883.01,795.65,884.49,792.04,885.1,815.56,895.85,786.29,897.1,813.96,900.26,804.94,947.89,873.37,949.06,774.02,944.58,961.16,922.15,842.44,860.39,936.37,862.01,888.35,844.7,933.68,845.65,894.68,846.67,921.26,845.95,893.8,853.46,920.37,852.1,895.52,1165.74,898.87,1166.93,832.39,1318.86,906.48,1300.91,843.39,1461.42,887.36,1450.49,783.59,1487.8,875.98,1469.52,782.37,1487.74,881.1,1488.27,798.16
104,888.31,811.44,879.55,809.7,878.96,811.96,878.44,814.46,881.8,801.98,882.87,798.64,884.2,795.02,885.4,817.73,895.5,788.73,897.53,816.64,900.35,807.37,947.84,873.43,948.53,775.62,944.27,960.17,919.17,843.83,860.56,935.52,857.37,887.24,845.29,932.88,843.38,894.17,847.19,920.45,843.76,893.46,854.31,919.62,849.86,895.34,1165.56,897.29,1166.74,831.48,1319.96,906.68,1302.18,843.04,1462.05,887.56,1450.66,783.01,1489.28,877.31,1469.55,780.45,1487.64,881.51,1488.75,798.35
105,886.67,816.06,877.64,814.74,877.12,817.22,876.66,819.77,879.64,806.14,880.61,802.34,881.82,798.31,883.9,821.73,893.39,791.07,895.99,821.51,898.32,811.44,947.17,873.37,947.2,778.05,942.94,959.03,922.09,844.61,861.42,934.73,859.56,886.77,845.35,932.72,845.31,892.84,846.5,918.5,844.88,893.24,854.18,917.84,851.18,894.3,1165.44,895.67,1166.37,830.83,1319.59,906.46,1302.7,843.1,1461.9,887.47,1450.85,783.32,1489.19,877.38,1469.85,780.36,1486.6,881.22,1490.3,799.16
106,887.69,816.61,878.6,814.78,878.0,817.05,877.47,819.43,880.7,806.83,881.64,803.27,882.83,799.46,884.39,821.54,893.91,792.26,896.79,821.75,899.28,812.49,946.66,873.34,947.81,780.35,944.07,958.7,924.57,847.28,861.58,934.06,862.33,885.77,845.63,932.12,846.64,891.81,846.79,918.25,846.5,892.71,854.65,917.57,853.06,893.77,1165.15,895.13,1166.18,830.59,1319.35,906.37,1303.3,843.36,1462.17,887.46,1450.86,783.42,1489.81,879.0,1469.76,780.75,1486.46,881.06,1490.13,806.99
107,887.54,814.74,878.64,812.81,877.99,815.19,877.38,817.75,880.73,804.8,881.66,801.34,882.84,797.57,883.69,821.37,893.79,790.93,896.52,820.17,899.13,810.88,945.8,873.3,947.97,782.18,944.34,958.31,925.41,849.45,863.44,934.22,863.5,885.49,847.31,931.88,847.59,891.12,848.23,918.14,847.53,891.82,856.31,917.32,854.19,893.04,1165.05,895.24,1166.09,830.61,1319.69,906.22,1303.42,843.13,1462.41,887.45,1450.23,783.6,1490.13,880.29,1468.27,778.18,1486.17,881.86,1488.13,807.77
108,887.29,815.04,878.46,812.74,877.85,815.02,877.25,817.53,880.29,805.05,881.07,801.7,882.06,798.0,883.44,821.26,892.71,791.55,896.44,820.11,898.83,811.36,944.85,873.16,946.87,782.88,944.63,958.04,925.58,851.36,864.61,934.53,863.55,887.01,848.22,932.31,847.46,892.04,848.71,917.99,847.36,891.8,857.0,917.21,854.39,893.1,1163.98,895.27,1164.93,830.3,1319.56,906.13,1303.5,843.08,1462.35,887.29,1450.09,783.76,1489.82,880.16,1468.4,775.6,1486.1,883.36,1487.73,808.78
109,886.98,813.82,878.02,811.61,877.38,813.96,876.75,816.54,879.86,803.73,880.59,800.35,881.54,796.64,882.86,820.7,892.09,790.53,896.15,819.03,898.52,810.1,943.9,873.38,946.14,782.4,944.66,957.89,926.32,851.79,864.04,934.37,863.48,887.22,847.33,932.36,846.95,891.95,848.3,917.84,846.72,891.36,856.57,917.06,854.0,892.74,1163.09,895.4,1164.38,830.03,1319.75,906.05,1304.01,842.9,1462.64,886.97,1450.25,784.0,1489.99,880.61,1468.59,775.93,1485.85,883.19,1487.96,808.26
110,887.0,814.26,877.98,811.95,877.33,814.3,876.7,816.88,879.87,803.97,880.62,800.5,881.59,796.69,882.95,820.78,892.03,790.43,896.22,819.18,898.65,810.2,943.6,873.28,945.69,782.13,944.54,957.75,926.41,850.71,863.41,934.42,863.58,886.94,846.73,932.86,846.71,891.67,847.68,917.85,846.44,891.08,855.76,917.13,853.82,892.48,1162.63,895.07,1163.81,829.74,1320.04,905.86,1304.59,842.82,1463.21,886.05,1450.29,784.09,1490.27,879.99,1468.68,774.37,1485.93,883.06,1487.6,808.74
111,886.98,812.81,877.8,810.75,877.17,813.14,876.56,815.81,879.7,802.7,880.46,799.27,881.44,795.4,882.92,820.61,891.96,789.63,896.3,817.82,898.77,808.96,942.99,873.32,945.6,781.92,944.56,957.65,926.68,850.17,862.72,934.43,863.77,888.05,846.17,933.09,846.85,892.57,846.92,917.85,846.35,891.2,854.86,917.19,853.82,892.74,1161.66,894.7,1162.83,829.27,1320.06,905.54,1304.58,842.44,1463.48,885.39,1450.19,783.99,1490.25,879.38,1468.64,774.3,1485.85,882.99,1487.12,808.57
112,887.13,812.57,877.9,810.57,877.25,812.95,876.62,815.6,879.82,802.64,880.57,799.26,881.56,795.45,882.89,820.58,892.01,789.77,896.41,817.69,898.89,808.83,942.88,873.31,945.56,781.89,944.69,957.5,926.82,851.49,862.5,934.34,864.01,888.75,846.01,932.98,847.04,892.62,846.85,917.75,846.49,891.15,854.8,917.15,853.95,892.86,1160.59,894.53,1162.1,828.86,1320.56,905.26,1305.07,841.9,1463.81,884.94,1450.69,784.08,1490.52,879.81,1468.61,774.2,1485.79,882.42,1487.16,808.16
113,887.52,812.28,878.0,810.32,877.29,812.7,876.67,815.35,879.92,802.43,880.61,799.08,881.61,795.31,882.84,820.46,892.13,789.75,896.59,817.46,899.08,808.57,942.66,873.36,945.67,782.15,944.81,957.32,928.52,853.53,862.75,934.28,864.23,890.48,846.13,932.94,847.34,893.35,847.12,917.49,846.74,891.58,855.15,917.08,854.18,893.43,1159.91,894.22,1161.75,828.38,1320.54,904.6,1305.21,840.98,1463.88,884.77,1451.42,784.51,1490.51,880.85,1468.67,774.39,1485.75,881.23,1498.75,808.74
114,887.64,812.77,878.03,810.81,877.34,813.13,876.72,815.7,880.02,803.12,880.74,799.84,881.74,796.13,882.75,820.85,892.08,790.55,896.63,817.81,899.16,809.14,942.62,873.33,945.71,782.66,944.89,957.19,929.64,855.3,862.98,934.27,864.28,890.92,846.28,932.86,847.55,893.55,847.26,917.48,846.95,891.79,855.39,917.03,854.3,893.76,1159.86,893.85,1161.65,828.12,1320.61,904.0,1305.79,839.7,1463.93,884.49,1451.43,784.55,1490.5,880.99,1468.65,774.38,1485.2,882.97,1494.25,808.01
115,887.72,813.36,878.1,811.39,877.41,813.66,876.78,816.15,880.01,803.79,880.68,800.51,881.63,796.78,882.73,821.23,891.84,791.0,896.68,818.2,899.17,809.53,942.33,873.18,945.71,782.73,944.81,957.08,929.68,854.88,863.03,934.34,864.46,890.68,846.15,932.81,847.67,893.44,847.26,917.43,847.09,891.71,855.5,916.99,854.44,893.69,1159.82,892.86,1161.65,827.29,1320.58,903.49,1305.79,838.19,1463.93,884.8,1451.23,784.44,1490.26,881.64,1468.01,773.85,1484.68,884.3,1489.37,807.0
116,887.72,815.62,878.03,813.84,877.35,816.11,876.73,818.55,879.86,805.93,880.49,802.49,881.44,798.62,882.67,822.94,891.63,792.55,896.65,820.34,899.08,811.23,942.01,873.14,945.36,783.08,944.81,957.0,929.68,855.04,863.12,934.44,864.57,890.54,846.26,932.77,847.78,893.36,847.39,917.41,847.19,891.69,855.61,916.96,854.55,893.67,1159.83,891.79,1161.66,826.47,1320.56,903.28,1305.79,837.3,1463.83,884.83,1451.41,783.9,1489.41,881.64,1468.05,772.11,1493.51,904.72,1498.3,807.04
117,887.64,815.44,877.88,813.97,877.18,816.36,876.54,818.92,879.72,805.86,880.36,802.39,881.31,798.48,882.38,823.73,891.46,792.51,896.53,820.21,898.97,811.03,941.97,873.69,944.82,783.14,944.84,956.93,929.59,854.64,863.18,934.61,864.65,890.47,846.36,932.92,847.85,893.32,847.46,917.38,847.23,891.65,855.67,916.96,854.63,893.62,1159.82,891.27,1161.67,825.55,1320.54,902.35,1305.88,837.07,1463.76,884.54,1452.23,783.49,1489.18,881.07,1469.34,772.12,1497.23,907.38,1502.55,807.79
118,887.38,815.28,877.58,813.74,876.88,816.13,876.25,818.71,879.41,805.67,880.05,802.24,881.02,798.38,881.93,823.65,891.13,792.37,896.19,820.08,898.63,810.99,941.8,873.77,944.55,783.76,945.08,956.89,929.79,854.39,863.2,934.85,864.72,890.38,846.41,933.23,848.01,893.26,847.52,917.39,847.44,891.66,855.74,916.98,854.74,893.66,1159.43,890.85,1161.33,824.81,1320.5,901.43,1305.65,836.66,1463.67,884.17,1452.0,782.78,1489.11,880.96,1468.28,771.01,1502.25,906.43,1503.32,807.67
119,887.27,814.8,877.49,813.48,876.79,815.91,876.17,818.49,879.37,805.14,880.04,801.58,881.02,797.55,881.91,823.46,891.11,791.77,896.08,819.59,898.54,810.39,941.79,873.92,944.24,784.05,946.24,956.83,930.55,854.42,863.22,936.22,865.08,891.97,846.7,934.77,848.81,894.44,847.56,918.96,848.09,893.02,855.82,918.6,855.03,895.12,1159.26,890.43,1161.24,824.1,1319.84,900.61,1304.92,836.12,1463.26,883.58,1451.99,782.79,1488.9,880.14,1468.12,771.08,1494.89,891.27,1497.44,807.23
120,887.06,813.82,877.17,812.75,876.49,815.24,875.88,817.91,879.13,804.13,879.85,800.47,880.87,796.32,881.8,823.09,890.97,790.72,895.92,818.59,898.42,809.41,941.81,874.01,943.92,784.14,947.89,956.88,931.68,854.61,863.3,937.68,865.09,892.36,846.83,936.23,848.89,894.84,847.63,920.16,848.15,893.34,855.86,919.91,855.09,895.57,1159.4,889.98,1161.37,823.56,1319.77,900.37,1304.7,835.01,1463.14,883.05,1452.28,782.74,1488.72,879.08,1468.82,771.12,1489.78,885.41,1491.9,807.22
121,887.07,812.44,877.09,811.75,876.4,814.31,875.78,817.08,879.07,802.98,879.8,799.34,880.81,795.17,881.62,822.79,890.79,789.88,895.93,817.31,898.43,808.12,941.87,874.12,943.81,784.12,949.55,957.01,932.29,854.58,863.67,938.28,865.12,892.51,847.39,936.9,849.13,895.14,847.97,920.59,848.52,893.57,856.06,920.28,855.29,895.86,1160.38,889.45,1162.07,823.13,1319.93,899.68,1305.0,833.81,1463.14,882.45,1452.32,782.65,1488.83,878.83,1468.76,771.22,1487.07,882.42,1489.31,807.2
122,886.79,811.29,876.5,810.84,875.79,813.49,875.15,816.38,878.56,801.93,879.31,798.33,880.33,794.16,881.02,822.76,890.35,789.1,895.75,816.46,898.31,807.19,941.91,874.4,943.69,783.98,950.32,957.33,932.37,850.86,863.85,938.77,865.25,892.42,847.66,937.67,849.75,895.36,848.27,921.04,849.24,893.68,856.28,920.52,855.88,895.93,1161.23,888.69,1162.65,822.51,1319.94,898.67,1305.28,833.02,1463.14,881.58,1452.32,782.2,1488.75,878.02,1468.75,771.03,1486.66,880.21,1488.33,806.67
123,886.6,810.62,876.09,810.16,875.38,812.82,874.74,815.76,878.2,801.28,878.96,797.73,879.98,793.61,880.61,822.63,890.05,788.56,895.59,815.93,898.17,806.65,941.81,874.21,943.6,783.77,950.69,957.35,932.34,849.26,864.08,939.21,865.22,892.36,848.1,937.79,850.11,895.85,848.89,921.26,849.62,894.09,856.85,920.7,856.05,896.19,1161.25,887.92,1162.64,821.82,1319.92,897.85,1305.95,832.15,1463.24,881.15,1453.5,782.21,1489.21,878.32,1469.14,771.07,1494.57,888.27,1494.88,806.8
124,886.27,810.37,875.69,809.9,875.0,812.57,874.38,815.52,877.78,801.05,878.56,797.54,879.59,793.44,880.33,822.6,889.79,788.34,895.26,815.78,897.82,806.46,941.8,874.05,943.48,783.58,951.48,957.34,932.18,849.25,865.19,939.74,865.04,892.38,849.15,938.11,850.2,896.45,850.07,921.85,849.77,894.79,858.24,921.17,856.14,896.77,1161.22,887.44,1162.57,821.4,1319.63,897.06,1306.1,831.65,1463.4,880.53,1453.85,782.2,1489.39,878.22,1469.53,771.09,1498.64,892.26,1493.73,806.79
125,885.74,810.32,875.1,809.82,874.46,812.49,873.88,815.46,877.07,800.99,877.84,797.48,878.87,793.4,879.98,822.52,889.34,788.24,894.74,815.73,897.17,806.4,941.78,873.83,943.08,783.57,951.82,957.33,931.74,849.3,866.34,940.1,865.04,893.0,850.02,938.47,850.24,897.17,850.81,922.5,849.91,895.61,859.03,921.81,856.3,897.6,1161.22,886.61,1162.42,821.08,1319.53,896.66,1306.15,830.75,1463.52,880.05,1453.98,782.06,1489.41,877.45,1470.14,771.15,1500.84,896.51,1493.86,808.23
126,885.61,810.33,874.99,809.81,874.37,812.48,873.8,815.44,876.88,801.0,877.64,797.5,878.67,793.43,879.89,822.46,889.24,788.25,894.65,815.73,897.01,806.42,941.78,873.76,942.75,783.57,951.98,957.31,931.34,849.68,866.55,940.5,864.93,893.41,850.1,938.87,850.23,897.35,850.86,923.29,849.9,895.95,859.03,922.67,856.32,898.15,1161.03,885.86,1161.96,820.44,1319.39,896.39,1306.66,829.33,1463.48,880.02,1454.93,782.05,1489.37,877.94,1470.86,771.42,1500.04,895.84,1493.56,806.54
127,885.08,810.08,874.53,809.58,873.95,812.28,873.42,815.27,876.48,800.64,877.3,797.12,878.4,793.04,879.73,822.42,889.12,788.06,894.27,815.59,896.6,806.08,941.8,873.99,942.26,783.51,953.12,957.31,930.72,849.71,866.95,941.32,864.92,893.52,850.35,940.06,850.24,897.42,851.01,924.41,849.93,896.2,859.19,923.6,856.33,898.44,1160.98,885.38,1161.71,819.68,1319.39,896.11,1306.95,827.82,1463.79,879.23,1455.57,782.09,1490.59,877.73,1471.1,771.86,1487.91,877.56,1493.09,803.93
128,884.67,810.08,874.28,809.57,873.74,812.27,873.25,815.25,876.28,800.61,877.16,797.07,878.29,792.96,879.74,822.37,889.07,788.0,894.03,815.59,896.36,806.03,941.91,874.0,941.81,783.49,954.65,957.26,930.56,850.05,867.89,942.06,864.92,894.13,851.05,940.79,850.33,898.0,851.69,924.87,850.01,897.12,859.81,924.18,856.46,900.85,1160.98,885.08,1161.68,819.16,1319.39,895.64,1306.99,827.67,1463.83,879.03,1455.08,781.82,1491.07,877.74,1470.2,771.57,1485.23,872.55,1491.22,802.97
129,884.49,810.15,874.17,809.64,873.66,812.33,873.22,815.3,876.18,800.66,877.07,797.1,878.23,792.99,879.85,822.33,889.05,788.01,893.98,815.65,896.3,806.03,942.07,874.06,941.58,783.33,956.55,957.09,930.67,850.07,869.32,943.14,864.96,893.98,852.41,942.47,850.63,897.98,852.55,926.65,850.31,897.26,860.54,925.62,856.63,900.72,1160.99,884.84,1161.67,818.48,1319.29,894.87,1306.99,827.68,1464.01,879.04,1455.07,781.83,1491.98,878.63,1470.04,771.48,1484.34,870.82,1490.88,801.9
130,884.32,810.96,874.09,810.53,873.62,813.26,873.2,816.24,876.1,801.36,877.01,797.66,878.19,793.46,880.11,822.63,889.05,788.24,893.97,816.37,896.28,806.31,942.58,873.99,941.51,782.96,957.7,957.05,930.59,849.52,870.26,944.32,864.94,893.44,853.73,943.88,850.79,897.96,853.5,928.29,850.5,897.41,861.05,927.12,856.7,900.63,1161.14,884.68,1161.68,817.73,1319.4,894.0,1307.53,827.29,1464.77,879.13,1455.66,781.74,1492.93,879.52,1470.57,771.43,1483.36,869.68,1490.91,799.47
131,883.9,810.98,873.88,810.56,873.46,813.32,873.11,816.33,875.84,801.37,876.79,797.66,878.0,793.46,880.21,822.73,888.96,788.23,893.76,816.45,896.01,806.32,943.1,873.95,941.44,782.78,958.23,957.04,930.16,848.88,870.91,944.67,864.67,893.43,855.02,944.08,850.85,898.29,854.53,929.03,850.52,898.04,861.62,928.0,856.72,900.8,1161.14,884.41,1161.68,817.26,1319.5,893.29,1307.91,827.0,1465.66,879.15,1455.88,781.53,1494.24,879.68,1470.92,771.45,1482.77,868.93,1491.41,798.51
132,883.64,810.97,873.61,810.55,873.23,813.31,872.94,816.33,875.57,801.35,876.56,797.63,877.81,793.43,880.28,822.71,888.9,788.21,893.68,816.44,895.94,806.3,943.26,873.35,941.43,782.55,959.42,957.14,930.61,848.81,871.69,946.46,865.03,893.56,855.72,945.52,851.59,899.22,854.89,931.43,850.98,899.33,861.72,930.34,856.97,901.49,1160.84,883.54,1161.42,816.57,1319.49,892.84,1307.9,826.6,1465.92,879.44,1455.54,780.58,1494.58,879.82,1470.55,770.66,1482.94,869.08,1491.46,798.76
133,883.68,811.19,873.61,810.88,873.24,813.71,872.96,816.82,875.57,801.69,876.55,798.02,877.79,793.89,880.4,823.17,888.88,788.85,893.89,816.71,896.1,806.59,943.79,873.53,941.25,782.13,960.9,957.24,931.81,848.43,873.17,947.14,866.31,894.55,857.25,946.17,852.89,900.49,855.91,932.27,852.16,901.78,862.51,931.15,858.06,903.4,1160.53,883.29,1160.96,816.07,1319.49,892.53,1307.99,826.63,1466.3,879.45,1455.98,780.44,1495.09,879.83,1471.48,770.6,1483.18,868.52,1491.62,798.2
