Frame,L0_x,L0_y,L1_x,L1_y,L2_x,L2_y,L3_x,L3_y,L4_x,L4_y,L5_x,L5_y,L6_x,L6_y,L7_x,L7_y,L8_x,L8_y,L9_x,L9_y,L10_x,L10_y,L11_x,L11_y,L12_x,L12_y,L13_x,L13_y,L14_x,L14_y,L15_x,L15_y,L16_x,L16_y,L17_x,L17_y,L18_x,L18_y,L19_x,L19_y,L20_x,L20_y,L21_x,L21_y,L22_x,L22_y,L23_x,L23_y,L24_x,L24_y,L25_x,L25_y,L26_x,L26_y,L27_x,L27_y,L28_x,L28_y,L29_x,L29_y,L30_x,L30_y,L31_x,L31_y,L32_x,L32_y
97,228.11,209.14,233.5,202.17,233.94,202.16,234.26,201.99,230.81,199.58,229.41,197.72,227.84,195.46,227.66,196.37,218.85,186.24,221.39,212.79,218.09,209.83,213.52,234.14,153.62,181.63,185.75,268.16,127.43,228.99,166.72,279.62,151.73,261.99,155.27,281.09,155.6,282.18,156.82,271.99,165.5,275.59,160.25,271.68,162.24,263.82,128.14,323.14,91.28,311.32,156.42,409.47,123.3,418.83,135.16,500.7,113.67,531.36,120.93,511.65,102.29,545.76,170.61,531.3,155.4,555.53
98,226.92,209.09,232.78,202.17,233.24,202.17,233.59,202.04,230.23,199.55,228.9,197.68,227.4,195.43,227.58,196.51,218.61,186.28,220.21,212.71,216.93,209.75,214.06,234.14,153.27,181.52,187.82,265.74,126.25,228.0,167.63,277.7,151.73,263.83,154.85,279.71,154.85,280.49,156.47,270.81,165.33,274.62,160.69,269.07,161.95,263.92,128.13,323.66,91.13,311.87,156.28,409.78,122.79,419.51,134.63,501.26,113.64,532.13,120.89,512.59,102.38,546.38,170.7,531.26,155.59,555.53
99,225.52,209.53,231.91,202.5,232.36,202.5,232.73,202.37,229.62,199.87,228.41,198.01,227.01,195.8,227.32,196.88,218.46,186.7,218.93,212.88,215.89,209.85,214.22,233.73,152.47,181.51,187.82,264.17,127.19,238.9,170.64,265.61,153.79,263.12,163.01,266.22,158.47,279.72,165.32,255.76,167.34,271.27,166.02,254.67,164.02,265.16,128.03,323.76,90.85,312.57,156.65,410.65,122.8,420.68,134.62,501.37,113.63,532.7,120.87,513.57,102.47,547.02,170.83,531.46,155.8,555.83
100,225.61,209.48,231.93,202.49,232.38,202.48,232.75,202.34,229.64,199.85,228.43,197.99,227.05,195.78,227.32,196.83,218.53,186.73,219.0,212.84,215.95,209.79,214.25,233.47,152.57,181.4,188.03,261.46,127.25,238.29,170.73,264.25,154.48,257.57,157.27,264.7,158.42,276.2,162.34,256.07,167.12,262.68,164.53,255.64,164.0,259.25,127.96,323.81,90.84,313.07,157.46,411.55,122.76,421.47,134.35,502.55,113.62,533.43,120.79,515.32,102.52,547.81,170.95,532.08,156.03,556.38
101,225.35,209.61,231.85,202.5,232.3,202.48,232.67,202.34,229.54,199.87,228.35,198.02,226.98,195.81,227.24,196.82,218.5,186.77,218.67,212.99,215.66,209.89,214.17,233.21,152.67,181.25,189.76,257.42,131.22,238.49,172.02,256.69,156.71,259.1,158.27,256.93,160.72,273.07,163.36,249.61,168.3,259.24,164.62,248.39,166.27,253.94,127.96,323.82,90.84,313.24,158.33,411.91,122.77,422.08,134.34,502.53,113.54,533.86,120.71,515.58,102.51,548.14,171.14,532.08,156.08,556.51
102,224.69,209.73,231.52,202.54,232.02,202.53,232.44,202.39,229.16,199.89,227.98,198.02,226.6,195.8,227.11,196.81,218.28,186.76,217.82,213.07,214.71,209.92,213.59,232.82,152.6,181.03,190.19,257.67,134.18,238.87,172.98,253.51,163.32,253.36,158.47,254.57,168.03,270.3,164.27,247.22,173.48,260.43,165.84,245.55,171.08,252.18,128.21,323.83,90.94,313.55,158.9,412.28,122.77,422.66,134.37,502.36,113.54,533.98,120.69,515.47,102.6,548.15,171.18,532.05,156.1,556.51
103,224.73,209.72,231.53,202.53,232.03,202.53,232.45,202.4,229.16,199.87,227.99,197.99,226.61,195.76,227.14,196.82,218.3,186.73,217.89,213.06,214.78,209.79,213.58,232.5,152.69,180.63,194.58,252.08,133.04,217.47,169.05,256.91,154.82,255.83,155.45,257.03,156.29,272.01,156.48,248.18,162.71,261.73,164.08,250.2,164.07,255.54,128.9,323.65,91.57,313.5,159.36,412.43,122.72,422.6,134.38,501.59,113.54,533.9,120.79,513.85,102.66,547.93,171.13,531.65,156.05,556.2
104,225.69,209.28,232.15,202.18,232.57,202.15,232.93,202.0,229.88,199.59,228.74,197.75,227.41,195.58,227.29,196.31,218.79,186.53,218.56,212.6,215.63,209.44,213.4,232.45,152.72,180.07,192.3,252.03,130.72,215.85,159.4,250.33,154.82,254.48,149.79,256.08,156.68,269.92,146.47,243.05,162.81,257.86,150.13,243.67,164.09,252.6,129.15,323.56,91.83,313.46,159.38,412.79,122.73,422.92,134.37,501.52,113.54,533.88,120.78,513.83,102.67,547.85,171.06,531.58,156.03,556.2
105,226.47,208.58,232.61,201.7,233.0,201.69,233.32,201.57,230.32,199.07,229.16,197.23,227.82,195.09,227.48,195.98,219.12,186.28,219.24,211.9,216.29,208.75,213.39,232.45,152.83,179.61,191.2,251.61,130.69,212.91,155.44,249.03,154.69,256.07,146.12,256.53,156.74,271.78,139.36,242.26,164.04,259.61,144.03,240.2,162.69,255.1,129.43,323.56,91.95,313.31,159.29,412.96,122.73,422.87,134.14,501.52,113.37,533.59,120.76,513.81,102.62,547.62,170.92,531.52,155.12,556.1
106,227.27,208.57,233.27,201.69,233.6,201.68,233.86,201.55,230.98,199.05,229.8,197.22,228.46,195.08,227.74,195.92,219.62,186.26,219.92,211.9,217.05,208.76,213.39,232.47,152.87,179.27,186.12,252.99,129.39,210.87,150.72,246.44,149.78,248.25,136.65,244.16,152.61,261.84,138.89,237.53,160.2,254.11,142.6,237.99,157.75,250.01,129.86,323.5,92.02,313.29,159.23,412.95,122.74,422.85,134.13,501.43,113.2,532.96,120.82,513.66,102.51,546.94,170.84,531.36,154.24,555.79
107,227.39,208.56,233.36,201.68,233.68,201.67,233.92,201.54,231.04,199.0,229.84,197.13,228.49,194.95,227.74,195.83,219.64,186.09,219.96,211.89,217.07,208.68,212.89,232.29,152.9,178.85,184.27,253.93,127.91,214.01,149.84,232.89,156.22,249.86,132.92,232.01,170.46,268.68,136.2,224.89,178.23,261.37,141.6,226.81,173.36,257.69,130.09,322.98,92.33,312.44,159.18,411.89,122.78,422.66,134.13,501.15,113.19,532.84,120.79,513.53,102.39,546.75,170.83,531.17,154.26,555.53
108,227.57,209.09,233.57,201.91,233.82,201.88,234.01,201.71,231.37,199.23,230.17,197.35,228.85,195.19,227.72,195.83,219.83,186.18,220.02,212.54,217.28,209.29,212.23,232.05,152.93,178.79,177.13,253.8,126.67,221.48,150.73,228.69,161.12,248.68,138.11,228.29,172.24,261.63,138.76,220.09,178.38,253.74,142.93,221.01,173.61,250.46,130.31,323.12,92.86,312.44,159.11,410.65,122.92,422.63,134.1,499.94,113.18,532.36,120.86,512.05,102.36,546.22,170.6,529.07,154.28,555.08
109,227.73,209.65,233.72,202.24,233.92,202.17,234.07,201.96,231.65,199.58,230.46,197.7,229.17,195.56,227.7,195.84,220.01,186.35,220.08,213.12,217.51,209.91,211.47,231.81,152.95,178.81,171.87,253.25,126.23,225.09,151.83,227.8,162.7,247.01,140.51,227.73,172.65,258.56,139.84,219.74,178.14,250.51,145.05,220.03,173.39,247.22,130.38,323.3,93.31,312.52,158.93,410.12,123.23,423.24,134.1,499.02,113.18,532.18,121.12,510.66,102.35,546.01,170.35,527.78,154.34,554.74
110,227.73,209.92,233.74,202.52,233.94,202.45,234.09,202.24,231.65,199.82,230.46,197.92,229.18,195.75,227.67,195.84,220.01,186.35,220.08,213.39,217.51,210.18,210.9,231.01,152.5,178.83,170.87,254.23,126.85,233.19,152.62,225.61,171.49,245.42,135.51,222.75,189.58,250.63,139.41,216.9,193.57,244.08,143.54,217.88,183.22,244.87,130.33,323.31,93.31,312.83,159.04,409.93,123.42,423.41,134.09,498.96,113.18,532.19,121.23,510.63,102.35,546.04,170.24,527.7,155.02,554.6
111,227.74,210.3,233.79,202.72,233.99,202.62,234.13,202.38,231.73,200.06,230.54,198.11,229.27,195.91,227.57,195.81,220.07,186.35,220.07,213.63,217.52,210.5,209.95,230.06,151.43,178.9,173.23,256.58,126.92,231.66,147.99,225.49,176.82,241.42,135.89,218.84,193.12,242.22,140.29,212.98,196.68,236.15,144.31,214.5,186.04,234.6,129.99,323.3,93.24,313.0,159.43,409.49,123.44,423.38,134.04,498.94,113.25,532.17,121.15,510.56,102.35,546.04,170.24,527.76,155.56,554.87
112,227.76,210.52,233.85,202.8,234.03,202.7,234.16,202.45,231.8,200.12,230.61,198.15,229.33,195.91,227.48,195.8,220.07,186.31,220.07,213.8,217.52,210.71,208.57,230.08,150.66,179.21,167.93,259.75,127.53,234.9,139.32,223.03,179.96,237.52,131.09,214.56,195.83,242.69,136.77,208.13,200.34,229.46,140.55,210.63,190.01,231.43,129.63,323.29,92.82,313.21,159.75,409.49,123.43,423.36,134.07,499.25,113.28,532.22,121.21,510.57,102.26,546.21,169.82,529.39,154.86,555.84
113,227.16,210.57,233.54,202.96,233.76,202.89,233.93,202.67,231.46,200.16,230.29,198.15,229.05,195.91,227.24,195.81,219.92,186.21,219.3,213.85,216.8,210.71,207.05,229.81,150.1,179.39,170.07,261.09,127.84,234.22,137.02,222.59,181.29,235.88,128.63,213.4,201.26,236.58,133.11,206.42,201.03,228.29,138.31,209.41,195.34,228.73,129.41,323.27,92.69,313.33,159.72,409.49,123.34,423.59,133.77,499.26,113.48,532.25,121.16,510.45,102.29,546.37,169.52,530.06,155.29,556.35
114,226.21,210.63,232.83,203.17,233.06,203.09,233.25,202.85,230.88,200.3,229.74,198.24,228.54,195.93,226.76,195.82,219.7,186.04,217.99,213.87,215.75,210.7,205.52,229.64,149.44,179.39,171.2,262.2,127.91,232.87,136.76,222.44,185.52,234.97,126.23,211.55,206.21,233.34,130.52,205.27,205.8,227.42,135.17,208.49,197.4,227.88,129.41,323.18,92.56,313.44,160.05,409.62,123.27,423.79,134.06,499.26,113.57,532.23,121.6,510.38,102.4,546.38,169.24,531.38,154.8,557.46
115,225.81,210.58,232.52,203.17,232.74,203.1,232.92,202.87,230.6,200.29,229.45,198.22,228.24,195.87,226.5,195.96,219.47,185.98,217.38,213.83,215.15,210.58,204.49,229.41,149.52,179.4,171.54,261.61,128.57,224.18,136.77,220.14,188.73,230.21,125.86,208.77,207.06,236.2,130.57,202.81,206.43,225.78,134.79,206.19,201.33,225.17,129.65,323.18,92.57,313.56,160.85,409.67,123.33,423.79,135.89,499.27,113.63,532.22,122.68,510.38,102.48,546.42,169.29,534.7,154.75,557.74
116,225.83,210.58,232.53,203.19,232.75,203.14,232.93,202.93,230.6,200.31,229.44,198.25,228.21,195.89,226.49,196.5,219.38,186.11,217.39,213.87,215.16,210.65,204.67,229.46,149.96,179.4,172.19,252.02,128.74,209.56,138.48,212.84,193.65,220.6,127.21,202.8,204.63,230.5,131.78,197.39,206.2,221.97,135.71,200.25,199.35,220.53,129.77,323.2,92.59,313.57,161.23,409.68,123.52,423.72,136.83,499.21,113.77,532.2,123.53,510.2,102.48,546.42,169.54,534.39,154.75,557.76
117,225.82,210.59,232.39,203.2,232.58,203.14,232.71,202.93,230.5,200.41,229.36,198.4,228.14,196.09,226.13,196.5,219.26,186.21,217.4,213.88,215.2,210.76,203.08,228.57,150.08,179.44,172.62,246.3,128.65,208.42,148.92,209.31,188.83,220.51,128.22,203.08,203.24,226.09,132.17,197.33,205.93,220.55,142.73,198.84,197.5,218.25,129.82,323.22,92.65,313.78,161.22,409.85,123.63,423.7,136.93,499.22,113.84,532.21,123.81,510.21,102.59,546.67,169.53,534.15,154.72,557.73
118,225.83,212.42,232.32,204.38,232.43,204.12,232.46,203.71,230.51,202.19,229.39,200.46,228.24,198.35,225.29,196.82,219.25,188.09,217.44,215.67,215.33,213.18,201.52,227.34,150.81,180.46,172.76,234.95,130.39,201.9,148.94,202.6,164.9,208.21,128.92,196.37,170.95,214.6,132.7,193.73,174.12,208.57,142.73,193.8,170.39,207.39,129.83,323.3,92.84,314.05,161.2,409.92,123.95,423.7,136.85,499.22,113.92,532.07,123.75,510.21,102.59,546.68,169.53,533.85,155.41,557.39
119,226.48,213.69,232.58,205.22,232.6,204.85,232.54,204.32,231.04,203.39,230.04,201.83,229.05,199.85,225.19,197.14,219.63,189.58,217.89,217.22,216.42,215.07,201.06,226.68,151.77,181.59,167.55,232.55,130.46,202.97,147.53,201.61,157.13,206.76,128.87,197.43,162.93,212.44,133.01,193.06,165.86,205.95,141.71,193.05,162.31,205.07,129.78,323.39,93.07,314.51,161.22,410.02,124.17,423.69,136.8,499.33,113.95,532.07,123.72,510.62,102.57,546.87,169.64,533.48,155.95,557.37
120,227.33,214.69,232.95,206.03,232.85,205.56,232.69,204.94,231.66,204.51,230.77,203.1,229.91,201.27,225.18,197.77,220.29,191.6,218.66,218.36,217.72,216.41,199.81,226.26,154.39,183.42,157.59,232.46,130.26,204.22,139.3,198.56,155.18,204.96,125.62,192.9,161.29,209.28,128.17,187.68,164.63,202.79,134.94,188.43,161.29,202.41,129.21,323.44,93.08,315.2,161.24,410.2,124.43,423.62,136.77,499.33,114.04,532.03,121.94,511.14,102.58,546.88,169.71,532.87,156.3,557.22
121,227.62,215.38,232.99,206.65,232.86,206.17,232.7,205.52,231.79,205.21,230.91,203.84,230.09,202.0,224.99,198.59,220.37,192.84,218.85,219.31,217.97,217.54,198.62,226.35,156.84,186.55,157.66,232.11,128.4,204.36,147.42,203.04,143.68,201.04,143.83,197.44,147.03,202.95,147.52,191.98,150.63,196.54,147.57,192.76,148.29,197.32,128.85,323.64,93.1,315.85,161.23,410.44,124.63,423.61,136.74,499.28,114.23,531.98,122.01,511.12,102.65,546.88,169.94,531.25,156.65,556.94
122,227.71,215.81,232.9,207.13,232.73,206.69,232.53,206.08,231.75,205.53,230.88,204.09,230.08,202.27,224.91,199.57,220.41,193.7,219.03,219.58,218.22,217.49,199.14,226.44,157.66,186.9,157.84,227.98,126.53,205.91,141.58,190.2,140.76,201.07,131.87,181.19,144.17,202.16,135.34,178.7,147.47,196.21,138.96,180.34,145.64,197.41,128.72,323.67,93.19,315.93,161.14,410.95,124.77,423.63,136.52,499.28,114.5,531.92,121.83,511.13,103.09,546.9,169.58,530.62,156.71,556.78
123,227.75,216.11,232.73,207.45,232.51,207.04,232.26,206.45,231.66,205.75,230.81,204.28,230.05,202.33,224.71,200.08,220.41,194.22,219.17,219.74,218.51,217.45,199.37,226.5,158.78,187.97,158.92,224.88,126.65,204.63,140.21,185.63,144.05,199.84,128.59,179.35,148.11,201.65,132.08,174.92,151.71,196.17,136.62,176.37,149.5,197.15,128.74,323.68,93.77,315.98,161.12,411.42,125.21,423.63,136.0,499.39,114.65,531.87,121.29,511.21,103.22,546.96,169.29,530.55,156.83,556.78
124,227.87,216.39,232.65,207.8,232.39,207.38,232.11,206.79,231.62,206.17,230.75,204.74,229.98,202.98,224.59,200.57,220.41,195.06,219.4,219.92,218.78,217.85,199.75,227.37,158.59,188.41,160.05,221.21,124.31,201.69,140.33,182.18,139.94,195.8,128.83,175.4,143.53,196.91,131.77,173.44,148.1,191.68,136.8,173.47,146.1,193.13,128.78,323.68,94.14,316.0,161.12,411.63,125.23,423.63,135.99,499.35,114.83,531.87,121.33,510.84,103.32,547.18,169.7,530.1,157.06,556.82
125,229.84,218.01,233.42,208.51,233.02,207.87,232.63,207.1,232.47,207.45,231.54,206.18,230.72,204.68,225.14,201.12,222.12,197.31,221.15,220.72,220.67,219.38,198.68,225.73,166.68,193.38,148.18,217.74,128.58,202.73,127.0,177.26,140.21,190.65,118.92,169.99,142.77,187.34,122.33,164.86,145.74,181.5,127.69,172.01,144.62,184.34,128.39,323.51,95.17,316.42,161.1,412.08,125.45,424.07,136.14,499.49,114.92,531.95,121.82,510.85,103.34,547.52,170.25,529.83,157.18,557.14
126,231.31,219.22,234.26,209.38,233.83,208.61,233.44,207.73,233.29,208.28,232.21,206.8,231.38,205.21,226.08,201.65,223.19,197.7,222.52,221.36,221.82,220.09,201.48,225.81,167.45,194.17,151.79,218.1,131.6,202.63,128.3,175.17,135.9,185.11,116.71,167.75,135.79,181.01,119.95,162.69,138.52,175.4,124.88,170.42,138.64,178.81,128.4,323.41,95.56,316.43,161.41,412.37,125.38,424.14,136.39,499.51,114.96,532.1,122.48,510.85,103.34,547.66,170.29,530.17,157.18,557.55
127,232.15,218.97,235.09,209.17,234.75,208.41,234.42,207.57,233.89,207.77,232.75,206.28,231.74,204.61,226.93,201.62,223.1,197.48,223.65,221.24,222.53,219.92,203.2,226.61,165.8,193.1,153.77,220.86,129.45,203.19,130.55,176.3,130.24,189.88,117.29,167.98,129.91,187.16,121.75,163.91,133.33,181.6,125.69,170.6,133.62,184.6,128.41,323.41,95.69,316.5,161.5,412.32,125.36,424.11,136.87,498.23,114.93,532.27,123.49,509.7,103.51,547.7,170.57,529.87,157.17,557.35
128,231.71,218.41,234.97,209.02,234.74,208.39,234.38,207.53,233.36,206.64,231.97,204.72,230.64,202.51,227.14,202.23,221.74,195.68,223.54,221.01,222.04,218.81,206.03,229.13,161.97,190.89,157.48,216.87,123.08,203.45,130.28,175.42,134.64,192.64,117.08,162.25,137.04,191.4,119.98,157.0,140.42,185.59,124.57,165.57,139.43,187.55,129.09,323.45,95.66,316.26,161.67,412.18,125.27,423.73,137.59,497.38,114.87,532.21,124.58,508.92,103.75,547.52,171.24,528.12,155.92,557.23
129,230.76,216.97,234.57,208.27,234.51,207.96,234.29,207.38,232.52,205.01,231.01,202.87,229.49,200.38,227.16,202.4,220.4,193.73,223.09,220.17,220.67,216.79,207.23,230.45,159.35,189.21,160.81,222.31,119.12,202.89,130.31,175.12,130.51,192.98,118.05,161.51,132.8,191.67,120.5,156.19,136.3,186.0,124.51,162.74,135.74,188.59,129.61,323.55,95.64,316.16,161.79,412.11,125.15,423.43,138.36,496.61,114.81,532.14,126.05,506.96,103.83,547.32,171.56,527.47,154.1,557.19
130,229.33,215.48,233.87,207.82,234.07,207.83,234.08,207.35,231.11,203.85,229.47,201.28,227.64,198.39,227.18,202.98,218.58,191.62,222.36,219.66,218.93,215.27,207.94,231.63,157.57,187.98,165.35,222.81,115.36,199.16,130.03,172.34,120.46,189.6,117.9,157.14,115.59,185.72,119.56,153.68,123.15,177.77,123.78,160.15,120.09,184.28,130.28,323.7,95.47,315.99,161.86,412.08,124.9,423.36,139.02,496.27,114.78,532.09,127.07,506.2,103.93,547.1,171.7,527.19,153.41,557.17
131,229.13,213.77,233.76,206.61,234.03,206.96,234.06,206.88,230.78,202.18,229.06,199.58,227.17,196.64,227.34,202.92,217.99,190.03,222.35,218.81,218.63,214.02,207.86,231.88,156.87,187.42,165.77,221.48,113.87,197.0,129.4,171.11,118.2,186.07,117.39,156.15,117.58,183.09,118.75,153.0,122.13,176.87,122.25,158.68,121.7,181.35,130.46,323.78,95.26,315.91,162.13,412.01,124.66,423.31,139.46,496.1,114.77,532.09,127.38,505.95,103.96,547.08,180.31,532.11,153.26,557.19
132,228.62,213.56,233.4,206.32,233.79,206.75,233.95,206.79,230.25,202.04,228.53,199.57,226.65,196.7,227.45,202.98,217.67,190.08,222.27,218.71,218.46,213.98,208.69,231.9,156.92,187.42,168.34,211.55,115.47,192.75,127.49,169.89,120.68,183.75,114.26,155.6,116.08,176.6,115.96,151.83,118.07,176.51,119.43,157.14,118.97,180.27,130.48,323.82,95.18,315.94,162.65,411.92,124.63,423.29,139.94,495.92,114.78,532.1,127.85,505.86,104.19,547.04,179.77,529.46,153.28,557.07
133,228.61,212.76,233.36,205.45,233.77,205.97,233.94,206.2,230.22,201.23,228.5,198.89,226.69,196.31,227.61,202.94,217.75,190.15,222.22,218.39,218.46,213.75,209.46,232.56,156.46,187.53,167.39,210.25,109.04,194.44,126.8,168.16,121.0,181.76,113.22,153.67,117.89,173.36,115.36,148.98,122.12,172.82,118.89,153.83,122.05,177.02,130.49,324.06,94.81,316.02,162.92,411.9,124.63,423.26,140.67,495.84,114.8,532.09,128.45,505.67,104.48,546.97,179.44,528.54,153.72,556.85
134,228.53,212.7,233.16,205.21,233.6,205.74,233.81,206.02,230.05,200.92,228.43,198.68,226.69,196.21,227.71,202.94,217.8,190.19,222.17,218.33,218.47,213.69,210.29,232.59,155.97,188.52,167.34,210.89,104.72,195.24,125.41,165.98,118.91,178.47,112.42,152.17,114.59,168.07,114.65,147.59,117.64,165.23,118.16,152.3,114.37,169.4,130.47,324.47,94.71,316.27,162.97,411.89,124.72,423.26,140.66,495.87,114.8,532.11,128.48,505.65,104.6,546.97,179.11,528.09,154.32,556.8
135,228.46,211.78,233.11,204.28,233.57,204.85,233.8,205.23,230.04,199.98,228.43,197.77,226.73,195.48,228.14,202.93,218.08,190.23,222.13,217.64,218.49,212.83,210.81,232.55,156.61,189.3,160.45,212.32,105.36,195.58,123.62,163.52,120.3,173.11,111.79,149.0,114.82,159.83,114.56,143.83,117.12,154.49,117.94,148.97,117.15,161.75,130.41,324.5,94.78,316.27,162.95,411.9,124.93,423.31,140.63,495.84,114.79,532.15,128.44,505.5,104.65,547.03,178.95,527.53,155.25,556.75
136,228.62,211.28,233.17,203.77,233.62,204.3,233.89,204.67,230.14,199.66,228.57,197.57,226.87,195.31,228.6,202.8,218.56,190.26,222.42,217.24,218.86,212.47,210.78,231.94,159.04,189.29,156.34,211.15,111.95,195.75,122.15,162.72,121.5,174.22,110.95,147.55,117.25,164.06,113.9,142.42,119.79,159.58,117.33,148.24,119.24,166.06,130.46,324.57,94.87,316.35,162.97,411.92,124.95,423.41,144.14,495.85,114.75,532.3,128.37,505.55,104.59,547.17,178.26,527.54,155.43,556.76
137,229.08,210.96,233.46,203.11,233.87,203.71,234.17,204.07,230.49,199.16,228.88,196.99,227.28,194.83,229.02,202.51,219.38,190.3,222.88,216.96,219.53,212.24,210.66,231.7,160.32,189.75,153.01,210.13,114.25,194.13,120.33,161.33,121.34,170.87,109.77,146.13,116.29,158.98,113.07,141.44,118.29,156.93,116.18,147.37,119.07,161.71,130.46,324.59,94.93,316.4,163.0,411.95,124.94,423.39,145.97,495.86,114.72,532.44,128.34,505.57,104.5,547.23,177.07,527.6,155.22,556.78
138,229.38,210.48,233.7,202.22,234.15,202.77,234.51,203.23,230.66,198.22,229.03,195.99,227.5,193.94,229.57,202.13,220.13,190.34,223.27,216.74,219.91,212.1,210.8,231.66,161.64,190.52,151.32,210.49,116.09,192.63,119.45,160.15,120.77,168.98,109.0,144.41,115.64,157.07,112.67,140.03,117.58,155.04,115.73,146.02,118.75,159.44,130.59,324.79,95.03,316.52,163.02,412.07,124.61,423.3,146.88,495.6,114.67,532.49,128.33,505.59,104.37,547.29,176.28,527.59,155.2,556.76
139,230.1,210.51,233.87,201.91,234.26,202.13,234.6,202.27,231.3,198.37,229.74,196.15,228.49,194.04,229.65,200.56,221.51,190.7,223.98,216.64,221.25,212.16,208.45,229.5,169.71,195.1,145.44,207.98,134.76,190.84,117.78,160.0,120.46,164.15,107.45,144.87,114.13,153.32,111.44,140.28,115.93,149.55,114.63,146.64,117.16,155.46,130.49,324.87,95.75,317.44,163.0,412.14,124.63,423.32,146.43,495.63,114.65,532.63,128.31,505.63,104.35,547.43,176.04,526.37,155.25,556.44
140,227.85,199.29,233.63,200.48,234.08,200.86,234.52,201.22,231.04,196.89,229.66,195.14,228.3,192.8,229.83,200.36,221.69,190.74,224.01,216.44,221.29,212.1,208.72,229.58,169.37,197.77,148.0,208.06,130.97,189.87,116.62,157.59,118.61,164.18,106.98,143.06,112.98,152.48,110.93,138.62,115.25,148.1,113.86,145.57,116.21,154.72,130.46,325.38,96.05,318.26,163.0,412.21,124.63,423.42,146.48,495.5,114.64,532.53,128.35,505.65,104.53,547.36,175.74,523.81,156.2,555.76
141,223.75,193.51,229.77,193.99,230.79,195.33,231.85,196.56,227.81,190.95,227.37,190.33,226.89,189.44,229.76,199.41,221.65,190.51,221.09,212.26,218.6,207.44,208.87,229.61,169.94,199.98,149.23,208.54,127.68,187.97,116.11,156.86,117.34,160.28,106.64,142.67,111.99,150.14,110.75,138.59,113.61,144.18,113.49,145.21,115.86,151.16,130.43,325.7,96.35,318.59,162.57,412.22,124.68,423.41,143.73,494.69,114.64,532.21,128.36,505.1,104.63,547.04,175.65,522.61,156.4,554.01
142,224.23,195.3,231.65,195.24,232.56,196.18,233.54,197.0,229.39,192.19,228.98,191.22,227.88,190.07,231.34,198.85,223.23,190.7,224.48,212.61,221.47,207.59,210.35,229.48,174.44,200.48,149.9,208.69,128.54,188.7,116.3,157.26,117.83,157.61,106.73,142.61,112.41,143.56,110.98,138.3,114.53,139.43,113.84,145.15,116.35,146.35,131.22,325.87,97.25,318.81,162.72,412.47,124.65,424.2,143.64,494.91,114.66,532.44,127.5,505.95,104.73,547.17,175.13,522.76,156.48,554.14
143,225.05,197.01,231.91,195.21,232.75,195.86,233.68,196.42,230.02,192.68,229.74,191.71,229.02,190.47,231.34,198.26,224.18,191.14,224.81,212.8,222.43,207.86,208.22,228.12,180.15,202.69,147.89,207.42,141.55,188.97,115.56,156.77,118.21,156.78,106.45,141.38,112.77,142.26,110.97,137.12,114.83,139.44,113.82,144.45,116.4,145.5,131.21,326.08,97.94,319.18,162.92,412.58,124.55,424.72,144.22,495.18,114.69,532.62,127.56,506.12,104.78,547.18,175.0,523.04,156.47,554.22
144,225.27,196.63,231.85,194.85,232.67,195.49,233.57,196.01,230.04,192.67,229.74,191.7,229.04,190.63,231.28,197.95,224.47,191.35,224.65,212.57,222.38,208.31,208.25,228.19,181.35,203.35,147.96,207.41,144.9,189.06,115.46,156.69,118.46,156.57,106.42,141.08,113.02,142.05,111.07,137.47,115.14,138.61,113.89,144.71,116.6,145.44,131.05,326.31,98.08,319.37,162.98,412.6,124.53,424.72,144.57,495.41,114.71,532.87,127.53,506.31,104.9,547.18,174.99,523.23,156.83,555.05
145,224.44,194.54,231.89,195.28,232.69,195.89,233.6,196.36,229.99,192.84,229.65,191.82,228.98,190.72,231.31,197.99,224.39,191.34,224.55,212.69,221.96,208.56,210.38,228.81,178.78,202.41,153.42,204.16,129.42,189.18,115.82,156.92,117.33,154.35,106.52,140.87,112.66,139.26,111.14,137.07,114.49,134.98,113.91,144.63,116.28,142.9,131.04,326.34,97.94,319.35,163.19,412.62,124.55,424.88,145.67,495.79,114.95,533.9,128.33,507.3,104.96,547.69,175.27,523.3,158.11,555.79
146,221.75,191.93,230.26,194.61,231.32,195.55,232.49,196.3,228.21,191.85,227.56,190.68,227.17,189.83,231.23,198.04,224.09,191.34,222.09,212.27,219.12,207.68,212.21,229.92,176.21,202.55,161.84,203.11,124.73,189.33,116.04,156.7,116.3,153.67,106.61,140.53,111.69,137.67,111.16,136.77,113.89,134.08,114.0,144.41,115.86,142.45,131.04,326.58,97.79,319.34,163.23,412.91,124.55,425.19,146.07,496.56,115.03,534.66,128.74,508.34,104.97,548.34,175.25,523.42,158.38,556.3
147,220.4,191.08,229.46,194.56,230.87,195.73,232.26,196.48,226.51,191.06,225.89,190.07,225.41,189.23,231.22,198.6,223.25,191.34,220.86,211.85,216.26,205.84,213.94,231.81,170.65,202.2,166.04,203.09,116.15,189.48,117.07,156.95,114.93,152.33,107.72,140.96,110.51,136.54,111.65,137.04,113.01,133.47,114.56,144.67,115.14,141.74,131.12,326.71,97.17,319.22,163.59,413.63,124.41,425.58,146.58,497.4,115.08,534.73,129.25,509.23,105.0,548.41,175.19,524.5,158.35,556.68
