Frame,L0_x,L0_y,L1_x,L1_y,L2_x,L2_y,L3_x,L3_y,L4_x,L4_y,L5_x,L5_y,L6_x,L6_y,L7_x,L7_y,L8_x,L8_y,L9_x,L9_y,L10_x,L10_y,L11_x,L11_y,L12_x,L12_y,L13_x,L13_y,L14_x,L14_y,L15_x,L15_y,L16_x,L16_y,L17_x,L17_y,L18_x,L18_y,L19_x,L19_y,L20_x,L20_y,L21_x,L21_y,L22_x,L22_y,L23_x,L23_y,L24_x,L24_y,L25_x,L25_y,L26_x,L26_y,L27_x,L27_y,L28_x,L28_y,L29_x,L29_y,L30_x,L30_y,L31_x,L31_y,L32_x,L32_y
46,235.42,206.11,240.76,196.51,240.32,195.86,239.72,195.02,239.44,195.52,238.13,194.27,236.57,192.84,227.41,188.55,223.14,186.52,225.18,210.04,223.27,208.9,195.38,220.21,176.86,213.33,185.35,279.29,169.1,292.84,183.97,334.57,179.37,361.75,184.5,350.81,179.15,377.64,184.39,351.17,183.43,377.66,183.2,346.17,182.67,372.62,118.98,319.13,96.41,316.7,147.64,405.99,129.07,423.48,130.86,493.7,112.93,530.48,117.79,502.12,99.78,545.79,170.07,514.2,151.16,547.26
47,235.35,206.05,240.72,196.51,240.31,195.86,239.72,195.02,239.2,195.49,237.78,194.23,236.13,192.77,227.55,188.6,223.04,186.46,225.2,210.0,223.21,208.77,196.25,220.4,175.56,212.92,187.39,279.21,168.5,292.87,184.14,334.3,179.14,361.76,184.57,350.88,179.05,377.69,184.38,350.58,183.38,377.71,183.2,346.11,182.6,372.63,119.85,319.15,96.06,316.25,148.9,405.98,128.99,423.2,130.99,493.72,112.86,530.12,117.86,502.09,99.8,545.48,170.76,515.04,150.85,547.3
48,235.35,205.99,240.68,196.5,240.29,195.86,239.72,195.01,239.05,195.47,237.58,194.19,235.88,192.72,227.58,188.6,222.95,186.42,225.27,209.95,223.21,208.67,196.55,220.5,174.57,212.88,188.64,279.18,167.72,292.98,184.3,334.01,178.96,361.31,184.56,349.81,178.93,377.47,184.28,350.16,183.25,377.52,183.19,345.84,182.49,371.86,120.1,319.14,95.68,316.01,148.67,406.04,128.94,423.08,130.97,493.78,112.78,529.76,117.85,502.08,99.81,545.18,170.71,515.42,150.68,547.34
49,235.35,205.97,240.67,196.5,240.28,195.85,239.72,195.02,238.98,195.47,237.49,194.19,235.77,192.72,227.6,188.61,222.89,186.39,225.37,209.94,223.22,208.64,196.37,220.55,174.4,212.91,188.36,278.75,167.38,293.07,184.24,333.93,178.88,360.16,184.38,348.31,178.85,376.91,184.02,350.0,183.07,377.09,183.09,345.66,182.33,371.02,119.98,319.13,95.42,315.9,148.62,406.38,128.89,422.97,130.96,493.89,112.72,529.51,117.88,502.08,99.82,545.09,170.67,515.67,150.67,547.33
50,235.21,205.93,240.51,196.49,240.17,195.85,239.63,195.02,238.67,195.45,237.1,194.16,235.31,192.66,227.57,188.62,222.57,186.19,225.34,209.88,223.09,208.5,196.49,220.5,172.96,212.58,188.98,278.71,166.27,293.09,184.19,333.74,178.87,360.01,184.32,347.37,178.83,376.87,183.87,349.93,183.07,377.09,183.04,345.53,182.33,371.03,120.32,319.17,95.17,315.75,148.54,406.59,128.76,422.93,130.89,493.93,112.68,529.36,117.82,502.08,99.84,545.05,170.64,515.79,150.58,547.44
51,235.19,205.92,240.49,196.5,240.15,195.86,239.62,195.04,238.63,195.45,237.03,194.16,235.24,192.65,227.56,188.62,222.44,186.09,225.34,209.87,223.08,208.46,196.51,220.66,172.31,212.35,189.38,278.64,165.97,293.11,184.16,333.65,178.79,359.8,184.31,346.1,178.78,376.79,183.84,349.21,183.06,377.08,183.04,345.42,182.32,371.02,120.63,319.36,95.01,315.73,148.59,406.77,128.6,422.92,130.87,494.12,112.66,529.35,117.82,502.49,99.87,545.06,170.94,516.41,150.59,547.55
52,235.14,205.91,240.45,196.49,240.12,195.87,239.6,195.06,238.54,195.44,236.92,194.13,235.1,192.6,227.56,188.64,222.32,185.99,225.33,209.87,223.06,208.42,196.68,220.96,171.76,211.52,189.57,278.75,165.03,292.52,184.13,333.6,178.67,359.11,184.24,345.08,178.75,376.43,183.77,348.86,183.06,376.88,182.58,343.67,182.32,370.74,120.68,319.43,94.82,315.66,148.54,406.78,128.55,422.91,130.75,494.21,112.66,529.34,117.6,502.73,99.87,545.08,171.14,516.54,150.56,547.57
53,235.14,205.91,240.45,196.5,240.12,195.88,239.6,195.09,238.54,195.44,236.92,194.13,235.1,192.6,227.58,188.67,222.32,185.97,225.35,209.87,223.08,208.41,197.15,221.28,171.21,210.97,189.48,279.2,163.72,292.11,184.07,333.85,178.62,358.69,183.74,346.08,178.7,376.22,183.6,348.95,183.05,376.81,182.52,344.37,182.31,370.73,120.83,319.49,94.73,315.63,148.46,406.98,128.4,423.01,130.57,494.3,112.65,529.34,117.48,502.77,99.89,545.1,170.91,517.22,150.26,547.57
54,235.25,205.84,240.49,196.48,240.16,195.88,239.65,195.09,238.56,195.39,236.93,194.07,235.1,192.52,227.6,188.67,222.3,185.86,225.5,209.85,223.21,208.34,197.84,221.91,170.1,210.67,189.26,280.09,162.71,291.25,184.05,335.66,178.54,357.51,182.96,348.31,178.53,375.45,183.31,349.79,182.95,376.2,182.34,345.69,182.18,370.01,121.35,319.63,94.65,315.51,148.6,407.14,128.19,423.03,130.53,494.55,112.63,529.34,117.48,503.39,99.91,545.11,170.89,518.65,150.15,547.69
55,235.3,205.84,240.5,196.48,240.18,195.89,239.67,195.11,238.57,195.38,236.94,194.05,235.1,192.48,227.6,188.69,222.27,185.77,225.6,209.85,223.32,208.32,198.06,222.04,169.8,210.33,191.45,285.21,162.29,290.15,183.32,335.43,178.54,355.95,182.05,348.55,178.42,374.56,182.55,350.41,182.83,375.48,181.15,345.31,182.03,369.13,121.61,319.7,94.66,315.44,148.7,407.16,128.02,423.08,130.22,494.75,112.62,529.37,117.03,503.67,99.91,545.17,170.25,518.94,150.2,547.73
56,235.27,205.8,240.48,196.48,240.17,195.9,239.67,195.15,238.5,195.35,236.84,193.99,234.97,192.37,227.6,188.7,222.07,185.54,225.61,209.84,223.31,208.2,198.27,222.23,168.86,210.08,191.32,284.91,162.16,289.55,182.48,335.28,178.48,354.95,180.97,348.49,178.32,373.36,181.95,350.38,182.7,374.51,180.06,344.69,181.82,368.17,121.98,320.12,94.67,315.44,148.21,407.32,127.85,423.18,129.77,494.77,112.61,529.38,116.82,503.96,99.91,545.2,169.55,518.83,150.22,547.77
57,235.19,205.77,240.42,196.48,240.13,195.91,239.65,195.18,238.38,195.32,236.68,193.93,234.76,192.26,227.59,188.72,221.87,185.35,225.6,209.82,223.25,208.08,198.3,222.33,168.49,209.71,191.08,284.64,162.04,288.92,181.93,335.21,178.4,354.15,180.34,348.41,178.23,372.54,181.54,350.23,182.58,373.82,179.43,344.09,181.65,367.44,122.13,320.52,94.68,315.44,147.65,407.42,127.71,423.29,129.38,494.8,112.61,529.44,116.62,504.19,99.92,545.33,168.94,518.77,150.33,547.88
58,235.01,205.77,240.24,196.51,239.96,195.96,239.5,195.25,238.14,195.32,236.41,193.93,234.47,192.25,227.46,188.75,221.61,185.3,225.54,209.81,223.14,208.06,198.24,222.8,168.63,208.78,188.72,283.81,162.14,286.57,181.35,337.86,178.39,354.38,180.16,352.07,178.07,372.51,180.42,351.55,182.44,373.87,178.93,347.2,181.53,367.55,122.38,320.82,95.12,315.45,148.1,407.47,127.72,423.49,128.12,495.6,112.64,529.86,115.43,504.7,99.92,545.82,167.77,518.78,151.05,548.34
59,234.87,205.78,240.08,196.59,239.83,196.07,239.39,195.4,237.89,195.32,236.12,193.92,234.12,192.24,227.35,188.85,221.3,185.25,225.46,209.81,222.97,208.04,198.21,223.07,167.97,208.26,187.84,282.35,162.18,285.88,179.73,337.59,178.39,354.45,178.18,351.56,177.88,372.43,179.02,351.36,182.29,373.88,177.97,347.4,181.42,367.61,122.89,320.93,95.21,315.45,148.73,407.44,127.75,423.64,126.8,496.29,112.76,530.1,113.5,505.71,99.93,546.14,166.39,518.73,151.89,549.14
60,234.91,205.78,240.08,196.62,239.83,196.11,239.39,195.45,237.89,195.33,236.12,193.92,234.13,192.24,227.33,188.89,221.24,185.24,225.5,209.81,222.98,208.04,198.08,223.25,168.1,207.83,186.72,281.6,162.41,285.81,178.93,336.62,178.18,353.95,177.72,351.39,177.19,371.68,178.68,351.26,181.94,373.28,177.94,347.15,181.04,366.88,122.87,321.26,95.22,315.48,148.71,407.46,127.77,423.86,126.78,496.31,112.78,530.47,113.32,506.4,99.91,546.55,166.42,518.68,152.19,549.24
61,234.82,205.85,239.94,196.73,239.68,196.24,239.24,195.6,237.72,195.38,235.93,193.96,233.91,192.25,227.07,189.01,220.94,185.24,225.45,209.86,222.89,208.07,198.05,223.81,167.24,206.48,186.75,281.43,162.38,284.35,179.26,338.85,177.89,353.21,178.34,354.11,176.44,371.29,179.14,354.52,181.46,372.58,177.99,348.89,180.6,366.09,123.13,321.72,95.22,315.49,149.1,407.46,127.73,424.21,126.56,496.52,112.78,530.81,113.26,506.38,99.76,546.98,166.35,518.67,152.2,549.58
62,234.62,205.9,239.68,196.81,239.42,196.35,238.97,195.72,237.46,195.41,235.64,193.97,233.6,192.25,226.71,189.1,220.55,185.21,225.34,209.89,222.7,208.08,198.03,224.7,165.87,204.83,187.25,281.69,162.37,283.05,179.76,340.31,177.25,350.76,178.7,357.03,175.43,369.76,179.57,356.44,180.55,370.78,178.12,350.31,179.86,364.19,123.43,322.41,95.22,315.47,149.36,407.71,127.69,424.23,126.6,497.28,112.78,531.2,113.33,506.95,99.49,547.73,166.32,519.25,152.2,550.41
63,234.28,205.91,239.36,196.9,239.1,196.47,238.66,195.89,237.15,195.43,235.33,193.97,233.3,192.25,226.5,189.31,220.23,185.17,225.1,209.89,222.4,208.08,198.54,226.58,165.14,203.31,187.54,282.77,162.25,280.73,180.49,341.66,176.45,350.17,179.98,357.39,174.64,368.98,180.4,357.45,179.75,369.78,179.13,352.25,179.22,363.37,123.59,322.54,95.14,315.29,149.88,407.82,127.58,424.26,126.88,497.56,112.8,531.28,113.34,506.92,99.39,548.07,166.38,520.16,152.29,551.96
64,234.03,205.93,239.16,196.98,238.9,196.57,238.47,195.99,236.98,195.47,235.19,193.99,233.17,192.25,226.41,189.38,220.09,185.1,224.93,209.89,222.19,208.07,199.31,226.85,164.89,202.04,187.98,282.96,161.87,278.65,181.12,341.75,175.52,348.61,180.48,357.08,173.44,367.57,180.69,357.32,178.65,367.93,179.35,351.9,178.12,361.33,123.57,322.57,94.99,314.97,150.07,407.94,127.37,424.26,126.94,497.66,112.8,531.32,113.4,506.88,99.26,548.23,166.38,520.59,152.31,552.88
65,233.67,205.93,238.84,197.01,238.6,196.6,238.17,196.02,236.69,195.49,234.93,194.01,232.94,192.26,226.25,189.38,219.91,185.03,224.67,209.84,221.87,208.01,199.44,226.76,164.32,200.92,187.94,282.84,161.36,276.98,181.18,341.63,174.67,345.71,180.43,356.7,172.25,364.72,180.53,356.88,177.47,365.33,179.16,351.71,177.04,358.77,123.56,322.57,94.68,314.59,149.99,408.04,127.32,424.11,127.02,497.88,112.81,531.41,113.44,506.87,99.19,548.45,166.35,520.83,152.69,553.19
66,233.27,205.94,238.54,197.15,238.32,196.78,237.93,196.24,236.39,195.58,234.65,194.07,232.67,192.3,226.16,189.53,219.62,184.97,224.36,209.82,221.42,207.96,200.27,226.8,162.88,200.11,187.94,282.8,160.46,274.77,181.19,341.47,173.69,343.99,180.33,356.32,171.2,363.1,179.85,355.94,176.31,363.55,178.85,351.48,175.84,356.88,123.82,322.58,94.37,313.96,149.95,408.07,127.29,423.72,127.12,498.69,112.83,531.42,113.55,507.44,99.14,548.6,166.3,521.82,152.78,553.08
67,233.13,205.93,238.4,197.16,238.18,196.79,237.78,196.26,236.28,195.58,234.57,194.08,232.6,192.3,226.06,189.55,219.52,184.9,224.24,209.77,221.27,207.91,200.4,226.82,162.39,199.73,187.93,282.67,160.16,274.09,181.2,341.32,172.89,343.0,180.28,356.26,170.39,362.11,179.8,355.76,175.25,362.25,178.68,351.43,175.15,355.58,123.92,322.63,94.23,313.7,149.64,408.45,127.28,423.36,127.21,500.27,112.9,531.48,113.75,509.52,99.17,548.65,166.31,522.88,152.87,552.98
68,232.99,205.94,238.21,197.19,237.95,196.83,237.52,196.3,236.2,195.6,234.52,194.09,232.59,192.31,225.91,189.61,219.51,184.87,223.96,209.73,221.15,207.84,200.36,226.97,162.16,199.45,187.93,282.45,159.04,273.12,181.31,339.25,172.53,341.49,180.25,355.47,169.72,360.27,179.2,354.35,174.42,360.48,178.37,350.25,174.34,353.54,123.91,322.68,94.2,313.66,149.63,408.51,127.28,423.02,127.25,500.82,113.03,531.54,113.78,510.52,99.25,548.69,166.32,523.49,153.06,553.47
69,232.89,205.91,238.07,197.23,237.83,196.91,237.42,196.45,236.03,195.59,234.37,194.06,232.43,192.23,225.89,189.85,219.45,184.68,223.84,209.65,221.02,207.51,201.13,228.47,161.64,197.84,189.34,282.55,157.76,266.42,181.33,337.03,170.65,335.82,179.96,354.51,168.09,355.22,178.61,353.47,172.82,356.06,177.9,347.69,173.05,349.46,123.87,322.76,93.95,313.03,149.81,408.51,127.31,422.31,127.67,500.84,113.17,531.41,113.84,510.52,99.45,548.34,165.95,525.0,153.27,553.51
70,232.8,205.79,237.92,197.23,237.7,196.93,237.32,196.5,235.86,195.52,234.18,193.94,232.23,192.01,225.89,190.05,219.37,184.41,223.77,209.46,220.89,207.04,202.12,229.59,161.22,196.46,191.12,282.8,154.93,264.13,181.32,335.84,167.39,331.75,179.34,354.4,165.15,350.3,177.61,353.2,170.76,352.32,177.0,346.82,170.85,345.54,123.89,322.82,93.81,312.65,151.06,408.43,127.3,421.65,127.94,500.69,113.39,531.13,113.88,510.23,99.95,547.82,165.64,525.27,153.72,553.48
71,232.37,205.72,237.44,197.24,237.27,196.93,236.94,196.51,235.36,195.47,233.68,193.84,231.74,191.86,225.75,190.08,219.18,184.23,223.43,209.3,220.5,206.73,202.44,229.97,160.7,195.62,191.61,282.78,151.31,261.24,181.32,333.59,165.95,330.12,179.16,353.23,164.2,347.92,177.12,351.97,169.95,349.88,176.55,344.99,170.1,343.06,123.86,322.87,93.7,312.28,152.82,408.3,127.33,421.4,128.58,499.67,113.7,530.93,113.91,509.76,100.31,547.58,165.16,525.23,154.28,553.47
72,231.52,205.47,236.79,197.23,236.71,196.94,236.47,196.52,234.53,195.39,232.81,193.7,230.89,191.68,225.65,190.18,218.92,184.06,222.77,208.85,219.75,206.09,202.89,230.12,160.44,194.75,191.83,283.06,149.53,259.49,181.25,332.62,164.32,328.41,179.05,351.74,162.78,345.96,176.75,350.26,168.87,348.14,176.33,343.51,169.12,341.33,123.85,322.97,93.51,312.12,153.77,408.35,127.33,421.41,131.08,499.06,113.84,530.92,114.46,509.84,100.64,547.56,165.08,525.35,154.27,553.45
73,231.29,205.14,236.55,197.22,236.52,196.94,236.32,196.53,234.2,195.28,232.43,193.56,230.49,191.5,225.64,190.3,218.78,183.95,222.65,208.44,219.6,205.55,203.09,230.09,160.57,193.88,191.86,283.4,149.28,255.89,181.1,331.91,163.56,326.73,178.63,350.34,161.79,343.32,176.16,349.07,167.87,345.79,176.05,342.57,168.23,338.98,123.74,323.03,93.39,311.96,154.22,408.41,127.34,421.36,132.56,498.55,114.07,530.92,115.14,509.83,100.86,547.56,165.08,525.79,154.33,553.43
74,230.79,205.07,236.12,197.31,236.14,197.09,235.99,196.77,233.72,195.28,231.96,193.55,230.03,191.46,225.6,190.66,218.61,183.91,222.14,208.27,219.08,205.27,203.19,230.0,160.63,193.27,191.77,283.34,147.39,255.44,180.74,330.65,163.37,326.75,178.38,348.06,161.9,343.69,175.94,346.98,167.94,345.5,175.73,340.37,168.33,339.16,123.73,323.13,93.38,311.92,154.15,408.7,127.51,421.82,133.6,498.48,114.27,530.88,115.86,510.18,100.96,547.54,165.03,525.99,154.44,553.45
75,230.34,204.99,235.65,197.42,235.7,197.27,235.61,197.02,233.25,195.3,231.53,193.55,229.64,191.45,225.53,191.11,218.41,183.9,221.78,208.06,218.74,204.99,203.51,230.06,160.67,192.04,191.76,283.31,145.09,251.52,180.59,328.79,163.14,324.01,177.15,345.43,161.62,339.63,174.93,344.22,167.37,341.61,174.82,338.07,167.71,335.52,124.15,323.21,93.38,311.85,154.98,408.66,127.51,421.92,133.54,499.25,114.35,530.88,117.43,510.36,100.96,547.55,166.44,526.46,154.56,553.44
76,229.94,204.99,235.26,197.65,235.37,197.54,235.33,197.34,232.85,195.42,231.19,193.62,229.31,191.5,225.53,191.56,218.29,183.9,221.64,208.0,218.53,204.92,204.62,230.76,160.16,191.26,191.75,283.28,144.31,248.9,180.32,326.94,162.16,321.78,176.73,343.64,160.91,337.42,174.9,342.47,167.1,339.09,174.7,336.14,167.55,332.66,124.71,323.47,93.37,311.78,154.89,408.68,127.51,421.71,133.51,499.28,114.38,530.88,116.49,511.05,100.99,547.56,166.05,526.76,154.3,553.68
77,229.95,204.98,235.25,197.76,235.37,197.69,235.32,197.51,232.84,195.46,231.19,193.64,229.31,191.5,225.67,191.89,218.29,183.9,221.69,207.95,218.55,204.84,206.53,231.87,159.58,190.22,191.65,283.75,143.22,247.37,179.73,326.29,161.01,320.01,176.28,343.18,159.96,335.78,174.66,342.04,166.92,336.69,174.57,335.24,167.44,330.28,126.15,324.01,93.48,311.56,151.55,409.45,127.43,421.24,133.0,499.78,114.42,530.7,116.22,511.5,101.08,547.5,165.29,527.09,154.27,553.69
78,229.9,204.97,235.16,197.83,235.29,197.76,235.27,197.59,232.73,195.48,231.1,193.64,229.24,191.5,225.75,192.01,218.28,183.85,221.7,207.9,218.54,204.76,207.17,232.11,159.28,189.91,191.56,283.73,143.01,247.33,179.47,325.93,160.64,319.56,176.3,343.12,159.67,335.43,174.66,341.88,166.93,336.19,174.55,334.83,167.44,329.85,126.38,324.17,93.53,311.38,149.13,409.84,127.38,420.82,132.72,500.79,114.43,530.6,116.25,513.35,101.25,547.23,165.22,527.03,154.28,553.68
79,229.62,204.97,234.91,198.0,235.11,197.98,235.16,197.86,232.33,195.51,230.67,193.65,228.79,191.49,225.84,192.36,218.16,183.81,221.7,207.88,218.38,204.65,207.46,232.1,159.29,189.29,191.47,283.04,142.28,245.88,178.98,322.96,160.66,317.73,175.57,339.87,159.53,332.8,173.98,337.47,166.51,334.1,173.91,331.55,167.09,327.8,126.4,324.17,93.6,311.19,148.54,409.89,127.37,420.64,132.65,500.8,114.38,530.41,116.33,513.18,101.27,546.4,165.18,526.99,153.96,553.65
80,229.38,204.93,234.68,198.14,234.95,198.18,235.05,198.1,231.92,195.55,230.19,193.65,228.29,191.49,225.99,192.85,218.04,183.81,221.68,207.84,218.2,204.47,208.15,232.37,159.3,188.17,191.45,283.06,139.95,240.66,178.34,320.52,159.47,311.99,174.34,334.1,158.15,325.02,172.15,330.87,164.1,326.35,172.34,326.13,164.72,321.51,126.38,324.17,93.61,311.11,148.08,409.89,127.58,420.18,132.59,500.76,114.28,530.22,116.75,513.01,101.22,546.1,165.41,527.1,154.01,553.93
81,229.22,204.87,234.54,198.23,234.84,198.32,234.98,198.29,231.69,195.56,229.93,193.65,228.02,191.48,226.21,193.32,218.0,183.81,221.68,207.8,218.1,204.31,208.5,232.51,159.33,187.39,191.44,282.6,138.89,238.79,177.14,318.02,157.54,309.0,173.04,330.75,156.74,322.82,170.29,326.99,162.46,323.86,170.65,322.06,163.01,319.05,126.29,324.03,93.61,310.83,147.53,409.97,127.75,420.02,132.5,500.81,114.21,530.22,116.63,512.96,101.12,546.11,165.45,527.53,154.1,554.21
82,228.79,204.96,234.06,198.65,234.41,198.75,234.62,198.74,231.22,195.94,229.48,193.98,227.62,191.76,226.26,193.74,217.94,183.96,221.53,207.85,217.85,204.32,208.72,232.49,159.06,186.8,192.11,281.05,137.91,239.6,175.87,316.9,156.99,306.48,171.14,328.58,156.58,320.02,168.4,324.17,162.11,319.88,169.02,319.31,162.65,315.19,126.26,323.52,93.4,310.49,147.66,410.08,127.86,419.99,132.27,500.78,114.18,530.32,116.59,512.91,101.02,546.55,165.72,528.18,154.87,554.24
83,228.48,204.98,233.71,198.87,234.1,199.0,234.37,198.99,230.85,196.11,229.12,194.12,227.29,191.87,226.38,194.02,217.89,184.02,221.49,207.85,217.72,204.32,209.19,232.55,158.69,185.99,192.73,280.84,137.73,234.66,175.39,316.17,157.15,299.34,169.49,326.63,156.61,313.47,167.53,321.88,162.48,313.46,168.41,317.19,163.03,308.82,126.31,323.21,92.87,310.11,147.59,410.14,127.92,419.97,131.35,500.86,114.17,530.6,116.35,513.47,100.85,547.25,165.72,528.39,155.43,554.27
84,228.49,204.82,233.72,198.81,234.11,198.93,234.37,198.93,230.87,196.04,229.15,194.04,227.31,191.79,226.8,194.0,217.96,184.0,221.54,207.64,217.75,204.15,209.69,232.95,158.29,185.28,192.69,280.85,137.19,236.97,174.35,310.21,157.0,300.94,168.11,320.78,156.78,314.19,166.39,315.21,162.52,313.57,167.65,310.82,163.13,309.33,127.01,322.81,92.71,309.22,147.69,410.21,127.93,419.51,131.35,501.14,114.17,530.64,116.44,514.01,100.61,547.48,166.46,529.88,155.44,554.43
85,228.5,204.71,233.71,198.68,234.09,198.77,234.35,198.74,230.89,195.95,229.17,193.97,227.33,191.74,226.97,193.97,218.12,184.0,221.64,207.52,217.93,204.11,210.0,233.35,158.3,184.78,192.67,280.67,136.3,237.81,174.54,305.34,157.24,300.38,168.65,316.15,157.17,312.69,166.94,310.14,162.86,311.58,167.97,306.78,163.39,307.73,126.98,322.51,92.68,308.58,147.17,410.48,127.94,419.44,131.31,501.82,114.13,530.66,116.46,514.8,100.44,547.62,167.39,530.25,155.42,554.57
86,228.73,204.69,233.78,198.57,234.13,198.61,234.37,198.52,231.06,195.93,229.41,193.96,227.61,191.74,227.15,193.9,218.42,184.01,221.96,207.49,218.42,204.11,210.57,233.88,157.9,184.5,192.1,281.36,134.52,238.57,174.29,306.0,157.02,299.18,168.52,315.48,157.25,311.67,166.84,309.99,163.09,310.26,167.92,306.55,163.58,306.38,127.3,322.42,92.47,308.04,147.71,410.48,127.74,418.77,131.42,502.46,114.01,530.66,116.79,515.53,100.4,547.65,168.12,530.79,155.52,554.92
87,229.22,204.72,233.96,198.58,234.29,198.61,234.51,198.52,231.3,195.95,229.68,193.98,227.89,191.77,227.4,193.89,218.66,184.12,222.8,207.55,219.37,204.23,210.99,234.81,157.74,184.08,190.56,282.4,131.96,234.56,173.98,302.7,155.13,293.79,168.31,311.28,156.93,306.59,166.51,305.92,162.29,304.43,167.49,303.43,162.42,300.87,127.45,322.42,92.33,307.94,148.0,410.48,126.98,418.58,131.55,502.42,113.88,530.7,117.5,515.46,100.37,547.65,168.44,530.71,155.45,554.99
88,229.25,204.78,233.97,198.66,234.29,198.68,234.51,198.58,231.31,196.04,229.69,194.08,227.9,191.87,227.48,193.98,218.69,184.26,222.93,207.63,219.47,204.32,211.09,235.1,157.49,183.96,190.53,282.04,131.01,232.98,173.51,302.74,154.33,292.13,168.29,310.47,156.84,305.09,166.39,305.16,161.94,302.91,167.28,302.76,161.88,299.35,127.59,322.42,92.24,307.85,148.3,410.41,126.38,418.22,131.72,502.04,113.81,530.71,118.23,514.63,100.42,547.63,168.53,530.66,155.21,554.86
89,229.2,204.82,233.89,198.75,234.23,198.77,234.48,198.69,231.17,196.12,229.52,194.14,227.73,191.92,227.49,194.1,218.58,184.3,222.93,207.76,219.44,204.4,211.44,235.09,157.37,183.74,190.54,281.0,131.37,231.27,173.59,301.48,151.83,289.11,168.18,310.29,154.34,303.59,166.4,304.68,159.95,300.73,167.25,301.5,160.09,296.88,128.12,322.39,92.22,307.85,148.74,409.63,125.77,417.27,131.96,500.6,113.75,529.56,119.1,512.79,100.71,545.69,168.91,529.47,152.7,553.8
90,229.15,204.83,233.81,198.8,234.18,198.85,234.44,198.8,231.05,196.14,229.37,194.14,227.59,191.92,227.49,194.25,218.47,184.3,222.93,207.79,219.41,204.4,211.45,234.86,157.31,183.33,190.03,280.74,131.29,229.96,172.54,298.93,152.38,287.28,166.04,306.73,154.65,301.25,164.34,300.5,160.22,298.68,165.54,298.17,160.39,294.31,128.15,322.31,92.19,307.87,148.97,409.4,125.13,417.3,131.95,499.84,113.75,529.49,119.16,511.76,101.16,545.57,169.18,529.75,151.38,553.49
91,229.15,205.33,233.82,199.29,234.19,199.37,234.46,199.33,231.05,196.53,229.37,194.49,227.58,192.18,227.52,194.63,218.47,184.46,222.97,208.6,219.41,205.11,211.72,234.83,157.32,182.75,189.56,278.72,131.33,227.37,172.07,297.88,151.79,283.03,165.14,305.61,153.72,297.7,163.91,299.62,159.31,295.13,165.13,297.25,159.64,290.71,128.14,322.34,92.2,307.91,150.8,409.54,124.23,419.95,135.38,502.1,113.69,529.78,119.17,512.31,101.28,545.64,169.27,531.14,151.23,553.53
92,228.7,206.71,233.65,200.56,234.09,200.72,234.41,200.75,230.79,197.56,229.14,195.41,227.35,192.94,227.55,195.82,218.38,184.78,222.57,210.21,218.82,206.57,212.1,234.02,157.28,182.24,189.22,276.27,129.97,226.57,176.15,288.84,152.33,275.11,167.46,298.08,154.16,290.26,168.52,289.22,161.28,287.05,169.53,287.24,162.45,281.43,128.55,322.17,92.21,308.07,152.14,409.65,124.28,420.07,135.21,502.08,113.73,529.88,119.16,512.31,101.66,545.66,169.32,531.96,153.54,554.2
93,228.69,207.82,233.66,201.19,234.09,201.24,234.4,201.15,230.82,198.48,229.25,196.53,227.54,194.2,227.56,195.96,218.57,185.6,222.48,211.4,218.83,208.26,212.39,234.01,157.21,181.93,188.28,274.46,128.22,223.0,175.92,290.44,151.2,272.6,166.47,299.21,151.84,288.96,168.11,291.7,160.1,285.19,169.31,288.97,161.04,280.5,128.54,322.11,92.19,308.22,153.4,408.85,125.14,417.49,136.62,500.74,113.68,529.63,119.49,509.91,101.64,545.3,169.79,531.18,154.43,555.02
94,228.66,208.74,233.66,201.75,234.09,201.74,234.4,201.59,230.87,199.15,229.37,197.25,227.7,194.95,227.57,196.18,218.7,185.97,222.32,212.5,218.82,209.56,212.35,234.16,156.77,181.65,183.4,276.36,127.91,224.22,178.91,279.63,151.87,266.88,178.12,286.01,153.63,285.02,181.21,275.53,162.45,276.77,180.12,272.94,162.12,272.98,128.53,322.2,91.9,308.81,155.44,408.63,125.09,417.01,136.33,498.01,113.68,529.67,119.94,506.9,101.74,545.31,169.95,529.92,154.85,555.11
95,228.56,209.06,233.65,202.07,234.08,202.06,234.39,201.88,230.87,199.48,229.4,197.62,227.77,195.34,227.58,196.32,218.78,186.14,222.06,212.77,218.7,209.85,212.44,234.11,155.69,181.71,183.85,274.1,128.33,225.12,178.45,283.73,151.07,270.4,172.57,290.39,152.76,285.9,175.35,282.56,161.65,280.25,178.57,279.13,161.2,276.43,128.38,322.39,91.81,309.68,155.62,408.61,124.58,417.29,136.26,497.59,113.67,529.9,120.99,506.82,101.94,545.32,170.16,528.82,155.24,555.11
96,228.52,209.19,233.66,202.18,234.09,202.16,234.4,201.98,230.91,199.61,229.48,197.76,227.9,195.5,227.66,196.34,218.87,186.24,221.92,212.85,218.62,209.95,212.81,234.13,154.48,181.77,183.84,272.68,127.06,239.25,171.79,280.56,151.68,271.41,165.03,288.65,155.71,288.34,166.02,276.05,165.41,281.6,168.52,275.04,161.92,273.77,128.15,322.52,91.58,310.66,156.33,408.62,123.86,417.79,136.13,497.65,113.67,530.6,121.0,507.43,102.21,545.41,170.6,528.88,155.31,555.18
